#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate.Subsampled_Continents_aligned_N5000_subsampled	gammaShape.Subsampled_Continents_aligned_N5000_subsampled	rateAC.Subsampled_Continents_aligned_N5000_subsampled	rateAG.Subsampled_Continents_aligned_N5000_subsampled	rateAT.Subsampled_Continents_aligned_N5000_subsampled	rateCG.Subsampled_Continents_aligned_N5000_subsampled	rateGT.Subsampled_Continents_aligned_N5000_subsampled	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.1	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.2	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.3	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.4	popSize	CoalescentConstant	rateIndicator.Continent.1	rateIndicator.Continent.2	rateIndicator.Continent.3	rateIndicator.Continent.4	rateIndicator.Continent.5	rateIndicator.Continent.6	rateIndicator.Continent.7	rateIndicator.Continent.8	rateIndicator.Continent.9	rateIndicator.Continent.10	rateIndicator.Continent.11	rateIndicator.Continent.12	rateIndicator.Continent.13	rateIndicator.Continent.14	rateIndicator.Continent.15	relativeGeoRates.Continent.1	relativeGeoRates.Continent.2	relativeGeoRates.Continent.3	relativeGeoRates.Continent.4	relativeGeoRates.Continent.5	relativeGeoRates.Continent.6	relativeGeoRates.Continent.7	relativeGeoRates.Continent.8	relativeGeoRates.Continent.9	relativeGeoRates.Continent.10	relativeGeoRates.Continent.11	relativeGeoRates.Continent.12	relativeGeoRates.Continent.13	relativeGeoRates.Continent.14	relativeGeoRates.Continent.15	traitClockRate.Continent	geoSubstModelLogger.Continent.relGeoRate_Africa_Asia	geoSubstModelLogger.Continent.relGeoRate_Africa_Europe	geoSubstModelLogger.Continent.relGeoRate_Africa_North_America	geoSubstModelLogger.Continent.relGeoRate_Africa_Oceania	geoSubstModelLogger.Continent.relGeoRate_Africa_South_America	geoSubstModelLogger.Continent.relGeoRate_Asia_Europe	geoSubstModelLogger.Continent.relGeoRate_Asia_North_America	geoSubstModelLogger.Continent.relGeoRate_Asia_Oceania	geoSubstModelLogger.Continent.relGeoRate_Asia_South_America	geoSubstModelLogger.Continent.relGeoRate_Europe_North_America	geoSubstModelLogger.Continent.relGeoRate_Europe_Oceania	geoSubstModelLogger.Continent.relGeoRate_Europe_South_America	geoSubstModelLogger.Continent.relGeoRate_North_America_Oceania	geoSubstModelLogger.Continent.relGeoRate_North_America_South_America	geoSubstModelLogger.Continent.relGeoRate_Oceania_South_America	YuleModel	birthRate
6475000	-71862.29081768569	-28363.13911230552	-43499.151705380165	-24811.039809049915	107.51835430583395	3960.5112840831007	0.0022648621195331922	0.6263181355810172	0.06496415225340905	0.4467019786446556	0.04103676444043719	0.038539644761447354	0.10802617793891114	0.3391755787618147	0.2837633100988661	0.22297410401147438	0.15408700712784473	75.70534518111313	-26527.599274361528	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1.202326774575756	0.22401838377775057	0.4423748173623502	1.0499709972926443	0.7286232532935565	0.5092990142469853	0.9777483181289379	1.521159429958524	0.6232790654809379	2.0836726055404924	0.9507956752327471	2.1739219879685603	1.0467178824974117	0.5793404733247391	0.16082537207129893	0.34838036195215744	0.0	0.22401838377775057	0.4423748173623502	0.0	0.0	0.5092990142469853	0.9777483181289379	1.521159429958524	0.0	2.0836726055404924	0.9507956752327471	0.0	1.0467178824974117	0.5793404733247391	0.16082537207129893	-16938.848409669252	0.09054516346184202
6476000	-71862.10912067414	-28355.457477682576	-43506.651642991565	-24807.35179976006	106.31472021522919	3959.126514688185	0.002150524801141939	0.6261175467348313	0.06495479437143081	0.4468076261212815	0.04103345241523951	0.0385390924420794	0.10804575992796399	0.3391223509207865	0.2838889973172517	0.2229398814451262	0.15404877031683556	71.79286172411133	-26533.900394254324	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1.4019930519112138	0.2673149427265462	0.501059366161119	0.7860428409736266	0.5155981335879636	0.5513735815897953	1.4468708272840747	2.2594830911804817	0.9775832637980337	2.568751937453196	1.0523260138122184	1.1944062911691775	0.981495081546218	0.8866604170832607	0.3766202678255006	0.3249814311989242	0.0	0.2673149427265462	0.501059366161119	0.0	0.0	0.5513735815897953	1.4468708272840747	2.2594830911804817	0.0	2.568751937453196	1.0523260138122184	0.0	0.981495081546218	0.8866604170832607	0.3766202678255006	-16938.675944352537	0.0906101329168628
6477000	-71820.80286932214	-28327.86239619739	-43492.94047312475	-24791.034443871053	106.64555795862661	3955.173960862775	0.0024224568307823786	0.6261439222457533	0.06497570540713807	0.44692534748479523	0.04103286982368128	0.038564076104686325	0.1080265859438191	0.33856037419945334	0.2842792496813206	0.22290938494646126	0.15425099117276478	74.93305541425647	-26522.13286883751	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.9766650994060291	0.23133000089995162	0.5842463530509534	1.7677469765221343	0.3423731793156389	0.47464936841031297	1.0265756124478371	2.0357142007021234	0.7445864724976534	2.3336228452793053	1.0786100836224182	0.7472448388209305	1.0638182135203371	0.7397277414894711	0.26226358362905344	0.33206223507679433	0.0	0.23133000089995162	0.5842463530509534	0.0	0.0	0.47464936841031297	1.0265756124478371	2.0357142007021234	0.0	2.3336228452793053	1.0786100836224182	0.0	1.0638182135203371	0.7397277414894711	0.26226358362905344	-16938.028000716567	0.09113834985157727
6478000	-71830.62426114286	-28331.0041641418	-43499.62009700107	-24786.379639500225	106.64555795862661	3957.3275482217978	0.0022312929230946217	0.6261439222457533	0.06497570540713807	0.44692534748479523	0.04103286982368128	0.038564076104686325	0.1080265859438191	0.33856037419945334	0.2842792496813206	0.22290938494646126	0.15425099117276478	73.15388633465952	-26529.067204816583	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1.0916874010589033	0.2479484743182742	0.3918775304900426	0.9454893269901834	0.40986633355234503	0.5493875193588073	0.9046986761354442	2.102296486423676	0.6425979510137768	2.7360081063487844	1.1127410021601956	0.6467427390602034	1.155221397726827	0.6419209164911838	0.3871166157580371	0.33314321930801677	0.0	0.2479484743182742	0.3918775304900426	0.0	0.0	0.5493875193588073	0.9046986761354442	2.102296486423676	0.0	2.7360081063487844	1.1127410021601956	0.0	1.155221397726827	0.6419209164911838	0.3871166157580371	-16938.23764466262	0.09110467815752984
6479000	-71835.26874792864	-28342.92145815712	-43492.34728977151	-24789.796567127083	107.70459643095404	3956.6033734871435	0.0022312929230946217	0.6261439222457533	0.06497570540713807	0.44692534748479523	0.04103286982368128	0.038564076104686325	0.1080265859438191	0.33856037419945334	0.2842792496813206	0.22290938494646126	0.15425099117276478	73.18875221624403	-26522.033015619214	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.7116171677196075	0.11068911924739204	0.44161340084774875	0.8834846583478623	0.714079174535432	0.45623654385527757	0.9922550648804422	2.0772018995743795	0.9199701105703709	2.0931406339309464	0.877678869745473	1.5821557485708688	0.9672340778692254	0.612876816944992	0.4520853232795511	0.33675958292421837	0.0	0.11068911924739204	0.44161340084774875	0.0	0.0	0.45623654385527757	0.9922550648804422	2.0772018995743795	0.0	2.0931406339309464	0.877678869745473	0.0	0.9672340778692254	0.612876816944992	0.4520853232795511	-16938.06104239481	0.09209568365320156
6480000	-71828.18644191144	-28342.87306968237	-43485.313372229066	-24793.480762024272	107.43021277917663	3952.7116339450354	0.0023165965311198705	0.6260590472553762	0.06498705878784672	0.4469999621544124	0.04102427056675855	0.038570145401516424	0.10799798168729373	0.3385045328527788	0.28434553363646536	0.22293332950296046	0.15421660400779535	74.41490119467304	-26514.684177469244	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.7476772425414223	0.2603934607965172	0.47455131682958923	0.3208877934903214	1.0587926284187559	0.6133964973109106	0.8671854748300531	1.9590581453585625	0.958010356925803	2.064966123482418	1.0462500106167978	2.3566533141996917	0.7553718550262418	0.4870546593594336	0.33379675462375163	0.325808628687606	0.0	0.2603934607965172	0.47455131682958923	0.0	0.0	0.6133964973109106	0.8671854748300531	1.9590581453585625	0.0	2.064966123482418	1.0462500106167978	0.0	0.7553718550262418	0.4870546593594336	0.33379675462375163	-16937.980576183458	0.09078339922674171
6481000	-71823.15091180525	-28347.05470653929	-43476.09620526595	-24794.023067223414	106.44337678364552	3949.460381606733	0.0023165965311198705	0.6260590472553762	0.06498705878784672	0.4469999621544124	0.04102427056675855	0.038570145401516424	0.10799798168729373	0.3385045328527788	0.28434553363646536	0.22293332950296046	0.15421660400779535	74.65295432728279	-26508.318927587807	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1.1220873809732674	0.29176274906367605	0.3429344449065715	0.5244960466418405	0.9882769554038612	0.39293935416186776	0.8639173759514696	1.5563666431657395	0.8044641171995023	1.5984339014395819	0.5840899226473091	1.4261455510565983	0.7989790914235771	0.4542427720246258	0.16250117611021292	0.3395021726152379	0.0	0.29176274906367605	0.3429344449065715	0.0	0.0	0.39293935416186776	0.8639173759514696	1.5563666431657395	0.0	1.5984339014395819	0.5840899226473091	0.0	0.7989790914235771	0.4542427720246258	0.16250117611021292	-16937.476730671784	0.09237967678542926
6482000	-71829.1463101308	-28343.52243969719	-43485.623870433614	-24787.52295643038	106.30639846278285	3951.3377597510635	0.002310167735626605	0.6260590472553762	0.06498705878784672	0.4469999621544124	0.04102427056675855	0.038570145401516424	0.10799798168729373	0.3385045328527788	0.28434553363646536	0.22293332950296046	0.15421660400779535	74.65295432728279	-26518.269099100235	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.5646288773318112	0.1852491701051099	0.2423316080754671	0.5175585471439825	0.8302732537725817	0.32175543914447896	0.8162629805244545	1.0872982645520666	0.8229319828022151	1.4445688011813433	0.6372614914266658	2.0047015597009747	0.72971849965294	0.3582833446731127	0.1457623732037514	0.3175395918444053	0.0	0.1852491701051099	0.2423316080754671	0.0	0.0	0.32175543914447896	0.8162629805244545	1.0872982645520666	0.0	1.4445688011813433	0.6372614914266658	0.0	0.72971849965294	0.3582833446731127	0.1457623732037514	-16938.324108537796	0.09342138919299893
6483000	-71853.95180328909	-28354.533419991138	-43499.41838329796	-24800.897261645903	106.30639846278285	3956.6916713346286	0.0021778386393843494	0.6260590472553762	0.06498705878784672	0.4469999621544124	0.04102427056675855	0.038570145401516424	0.10799798168729373	0.3385045328527788	0.28434553363646536	0.22293332950296046	0.15421660400779535	74.87812143384728	-26532.825214652104	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.3486959876930866	0.2463167869557746	0.20968700934248008	0.6226131352902005	0.633348550313172	0.30528866986621206	0.6151318644525974	1.3496806588731414	0.42217738762109724	1.7180299268143522	0.7707496713319841	1.1665416462975449	0.5566187001752817	0.42508017003728243	0.15377482484677815	0.35104424614242385	0.0	0.2463167869557746	0.20968700934248008	0.0	0.0	0.30528866986621206	0.6151318644525974	1.3496806588731414	0.0	1.7180299268143522	0.7707496713319841	0.0	0.5566187001752817	0.42508017003728243	0.15377482484677815	-16938.624102449885	0.09039202086299819
6484000	-71852.99189032098	-28359.706155790733	-43493.28573453025	-24801.06000669294	106.22483378192692	3954.0979009812913	0.002380352483259637	0.6260590472553762	0.06498705878784672	0.4469999621544124	0.04102427056675855	0.038570145401516424	0.10799798168729373	0.3385045328527788	0.28434553363646536	0.22293332950296046	0.15421660400779535	74.87812143384728	-26524.654892408296	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.23667905587089014	0.32232310467942393	0.2841196898201501	0.9034592531696681	0.4340080724575758	0.4101746836305248	0.9767386661607422	1.9845806112724285	0.38811930001600004	2.1047912861497986	1.242572124570378	0.7289996332341604	1.0564304899073316	0.7692594809385269	0.1381478797654621	0.31928139970757924	0.0	0.32232310467942393	0.2841196898201501	0.0	0.0	0.4101746836305248	0.9767386661607422	1.9845806112724285	0.0	2.1047912861497986	1.242572124570378	0.0	1.0564304899073316	0.7692594809385269	0.1381478797654621	-16938.319883935896	0.09047741742193606
6485000	-71842.36799742424	-28340.577126911572	-43501.79087051267	-24780.51084430715	106.2650557388698	3958.4911296649693	0.0022418698589885544	0.6261054834431515	0.06500304739636262	0.4470754129081767	0.041027326983208524	0.038551344597841715	0.10798934933501057	0.33905035095030833	0.284079850006476	0.22296551236942191	0.1539042866737937	73.07978208085491	-26532.192575202473	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.18506804954616096	0.26863829699512887	0.40330542572123956	1.0416566162199683	0.26117597968573003	0.36678747172331333	0.8378591891603754	2.06228314668104	0.5826867170898862	2.3552053500084615	0.9396766155310108	1.1508452034976553	0.8604079105766321	0.5578158752412085	0.2362067369558633	0.3184846429643826	0.0	0.26863829699512887	0.40330542572123956	0.0	0.0	0.36678747172331333	0.8378591891603754	2.06228314668104	0.0	2.3552053500084615	0.9396766155310108	0.0	0.8604079105766321	0.5578158752412085	0.2362067369558633	-16939.181334029567	0.09360878445123011
6486000	-71830.38179504818	-28335.80259258536	-43494.57920246282	-24775.793035590257	108.15640265072068	3961.479448686132	0.0022389664540073007	0.626325238091582	0.06500626371262211	0.4470511602185533	0.04102485899981449	0.03854949927333655	0.10798281977486578	0.33934682673665945	0.28389344644457787	0.22299450639740057	0.15376522042136206	73.07978208085491	-26525.48885732815	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.21977199459645425	0.22916368215536764	0.3632771063631467	1.0593285582683984	0.29193670485063095	0.3647266578953138	0.8557770416449485	1.8276066849442751	1.127138608371165	2.0553900875471447	0.8099076872164553	1.5642269618651232	0.6684868489033331	0.6550465695897039	0.17949146669859686	0.3125701863437305	0.0	0.22916368215536764	0.3632771063631467	0.0	0.0	0.3647266578953138	0.8557770416449485	1.8276066849442751	0.0	2.0553900875471447	0.8099076872164553	0.0	0.6684868489033331	0.6550465695897039	0.17949146669859686	-16938.528736078333	0.09137573769993192
6487000	-71838.562240209	-28338.225960989304	-43500.336279219686	-24773.487104462398	107.80459264520498	3962.1256277934244	0.0023313647868423047	0.6262174963355106	0.06499769258910575	0.4469276789532911	0.041024636143530795	0.038548773658488154	0.10801961104212697	0.3396115366224948	0.28373129618039583	0.22294445302603308	0.15371271417107618	74.8814376542703	-26529.345058380513	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.2541919000227046	0.23424389419267222	0.5389918492612762	0.7623404044096489	0.4779131122920555	0.46631552903781875	1.0772326536310397	1.8138026286753064	0.9347796232594334	2.3202428687699954	0.8514433131366289	2.0578548745986325	1.0722645695149682	0.5601237705119714	0.2012444551723873	0.3253792310739052	0.0	0.23424389419267222	0.5389918492612762	0.0	0.0	0.46631552903781875	1.0772326536310397	1.8138026286753064	0.0	2.3202428687699954	0.8514433131366289	0.0	1.0722645695149682	0.5601237705119714	0.2012444551723873	-16939.01253928485	0.090521179591586
6488000	-71835.39744747934	-28339.732313096996	-43495.66513438233	-24770.710195938325	106.6286439837892	3960.0677707497816	0.0021643969703007172	0.6260406328670048	0.0650057479104707	0.44695065612024404	0.041010080147763264	0.03852977751499051	0.10803634240395554	0.3394002022717408	0.28383514732139853	0.22294663764513695	0.15381801276172372	72.98933881144305	-26528.10963012591	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.19622530711570174	0.35064697915493687	0.34357865283482586	0.6736674023139132	0.2077949163796713	0.4036737136051547	0.8957312339956541	1.5488522147375727	0.6422533886050116	2.018847307270941	0.7703791373075422	1.0628922530844622	0.8694248384413085	0.4760980988448501	0.17355372132589306	0.3608606951040282	0.0	0.35064697915493687	0.34357865283482586	0.0	0.0	0.4036737136051547	0.8957312339956541	1.5488522147375727	0.0	2.018847307270941	0.7703791373075422	0.0	0.8694248384413085	0.4760980988448501	0.17355372132589306	-16938.49033151875	0.09246860424808172
6489000	-71824.14469983807	-28320.642389047203	-43503.502310790864	-24756.61082858538	106.6286439837892	3961.980019320244	0.0021643969703007172	0.6260406328670048	0.0650057479104707	0.44695065612024404	0.041010080147763264	0.03852977751499051	0.10803634240395554	0.3394002022717408	0.28383514732139853	0.22294663764513695	0.15381801276172372	75.18292363263079	-26533.992186889303	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.3973850547554229	0.2582172323466574	0.4038075471013148	1.2540150008619824	0.6180082533485326	0.4062427856371313	1.0476909068159426	1.4470607511869407	0.6596610927737169	1.9876522689571468	0.8788322744831366	1.4690825780522465	0.6709663167836013	0.7779665032104839	0.2922286471487481	0.3378912177199871	0.0	0.2582172323466574	0.4038075471013148	0.0	0.0	0.4062427856371313	1.0476909068159426	1.4470607511869407	0.0	1.9876522689571468	0.8788322744831366	0.0	0.6709663167836013	0.7779665032104839	0.2922286471487481	-16938.545867573022	0.09203484409187229
6490000	-71841.60366547601	-28328.536779956605	-43513.06688551941	-24764.28827411883	107.38764032427834	3966.3290055731304	0.0023388438736690023	0.6259538638969426	0.06497841331751802	0.4050966638250354	0.04101920727239116	0.03852203920943193	0.10807503746378967	0.33976263549769214	0.28361058096111885	0.2230164721661939	0.15361031137499512	75.18292363263079	-26541.140655966803	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.6474867124799858	0.3291937024640316	0.4217513279007548	0.3957713983455308	0.46393764465666804	0.4791141988128151	1.1437002277129016	2.0578761971249646	0.8898624621225071	2.350947040103853	0.8162092977838422	2.436920110202734	1.1097177140967938	0.5062067503188599	0.34972758083930455	0.34675155497997484	0.0	0.3291937024640316	0.4217513279007548	0.0	0.0	0.4791141988128151	1.1437002277129016	2.0578761971249646	0.0	2.350947040103853	0.8162092977838422	0.0	1.1097177140967938	0.5062067503188599	0.34972758083930455	-16939.199837162036	0.09081247985313372
6491000	-71853.27781709822	-28336.63723731938	-43516.64057977885	-24768.621774000647	107.38642808229227	3964.429586656547	0.002273208813432833	0.6261133171560161	0.06499474804237038	0.4051670798981944	0.04101484965389851	0.03852027993670753	0.10809335788566764	0.33898800120786793	0.28410601877149033	0.2229822550896018	0.15392372493103992	74.84659710470184	-26541.485313001805	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.6188713358585859	0.2461086409237447	0.7349037071462544	0.40769804073553695	0.40088207617543425	0.5898756067156166	1.5924261771078885	2.6625657312716724	1.518146001903268	2.8993890494661776	1.6235361217790607	2.0724427179822325	1.1868086537851341	1.0596504538707774	0.4961109574139836	0.33765326646319327	0.0	0.2461086409237447	0.7349037071462544	0.0	0.0	0.5898756067156166	1.5924261771078885	2.6625657312716724	0.0	2.8993890494661776	1.6235361217790607	0.0	1.1868086537851341	1.0596504538707774	0.4961109574139836	-16938.752392943894	0.09183894872023572
6492000	-71858.17087706967	-28350.074744049976	-43508.09613301969	-24777.1808851879	106.11511731675749	3958.850762835793	0.0024516475497310497	0.6584500752725186	0.06498977116339387	0.4052427002407457	0.04101672935539651	0.03853578962342092	0.10811880429158033	0.3386415768228885	0.2844027469694524	0.22295931252596393	0.15399636368169511	73.06498797896722	-26535.453620221553	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.5109823552597291	0.3393434549567821	0.4949846241496245	0.9823025708889516	0.6289909545678948	0.4864754625816874	1.1076167885132235	2.4944410295487196	1.270727754928518	2.863239916012401	1.2200819682744102	1.0651865467276105	1.214352301642606	1.09656945879273	0.296828444098548	0.33989620248518837	0.0	0.3393434549567821	0.4949846241496245	0.0	0.0	0.4864754625816874	1.1076167885132235	2.4944410295487196	0.0	2.863239916012401	1.2200819682744102	0.0	1.214352301642606	1.09656945879273	0.296828444098548	-16938.262478129316	0.09150295027427262
6493000	-71832.0164546495	-28322.765626858556	-43509.250827790944	-24757.623282322438	108.23919388030882	3963.3468558162836	0.0022676230007681354	0.6583112937360374	0.06496456941295496	0.4051850122034315	0.04100879477444625	0.038541884764527315	0.10812944389656234	0.339584639172124	0.2839126025190316	0.2228679362389077	0.15363482206993678	76.10084401731548	-26535.09453378165	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	2.0878570430907315	0.24502732171704697	0.5224930324777001	0.8192124161368876	0.3084857430829964	0.6560462033579604	1.2068420807507485	2.1287783869200916	1.5829428145303548	2.612207055552045	1.0055922412367586	1.2148752567213705	0.9540166100424643	0.7574121636043691	0.4796041767955812	0.32525893244808934	0.0	0.24502732171704697	0.5224930324777001	0.0	0.0	0.6560462033579604	1.2068420807507485	2.1287783869200916	0.0	2.612207055552045	1.0055922412367586	0.0	0.9540166100424643	0.7574121636043691	0.4796041767955812	-16939.265743738182	0.093221584987374
6494000	-71838.64730833347	-28323.689999577917	-43514.957308755555	-24767.39112436911	108.23979514919651	3966.4752552556365	0.002367332629100211	0.6582075713625227	0.06496559406512403	0.40536966409192005	0.04102153336207574	0.03855053980484465	0.10815927768351641	0.33993066417933154	0.28377328280544145	0.22285197028628223	0.15344408272894486	74.30881981668212	-26535.905846022844	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	2.4105635504129976	0.4894898960610674	0.706519433061263	0.6066435078464338	0.5716610868118862	0.7636892892622777	1.3441925102496426	2.8055732802923825	1.6534604595365077	3.0476860263573857	1.375769982405716	2.8449478481231623	1.3673889539917459	0.9035037041445658	0.6008490284911984	0.33612950969790567	0.0	0.4894898960610674	0.706519433061263	0.0	0.0	0.7636892892622777	1.3441925102496426	2.8055732802923825	0.0	3.0476860263573857	1.375769982405716	0.0	1.3673889539917459	0.9035037041445658	0.6008490284911984	-16939.237855280648	0.09077036507531987
6495000	-71828.93412603677	-28326.314862363906	-43502.61926367286	-24770.73873000364	106.82498700566013	3961.458374066433	0.0023657272736457035	0.6583259159824671	0.06496328052866587	0.4052445683942927	0.041028461564827604	0.03855402053463565	0.1081552758270766	0.3407477954029252	0.2833191146978458	0.22280303343281269	0.15313005646641625	75.09139843108908	-26524.60896962913	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1.3463218582109338	0.41114062432813386	0.5768301883026037	0.7935905130749926	0.5630040386352884	0.8817942417034371	1.383022820488159	2.8575145897851413	0.8779837876318565	3.389911929271744	1.6094732701993073	2.6216926474444318	1.2750197253406537	1.0969878004725582	0.49242891689047813	0.3343498554618582	0.0	0.41114062432813386	0.5768301883026037	0.0	0.0	0.8817942417034371	1.383022820488159	2.8575145897851413	0.0	3.389911929271744	1.6094732701993073	0.0	1.2750197253406537	1.0969878004725582	0.49242891689047813	-16939.502333272445	0.089933809602879
6496000	-71824.82110174841	-28327.14222572596	-43497.67887602246	-24766.750066814384	107.95852093248509	3963.277928879432	0.002195094755154098	0.6584615547891054	0.06499572389027634	0.40531425169414415	0.04102316678492416	0.03858287078871877	0.10815533933842289	0.3398239797805432	0.2837748046550286	0.22283090038773662	0.1535703151766917	74.16766822750174	-26520.961086351952	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.678760115075609	0.717562610066369	0.5403129467207954	0.17888484424949982	0.228495426664224	0.7406664843504951	1.7026032468780754	2.628526488574246	0.5668589354262222	3.6049218648678782	1.8190738301190654	2.6101630745582143	1.714519920423627	1.1104996215899385	0.45620161590625335	0.33356418343116717	0.0	0.717562610066369	0.5403129467207954	0.0	0.0	0.7406664843504951	1.7026032468780754	2.628526488574246	0.0	3.6049218648678782	1.8190738301190654	0.0	1.714519920423627	1.1104996215899385	0.45620161590625335	-16939.107517467728	0.09302928586164345
6497000	-71808.858110246	-28320.654651837885	-43488.20345840811	-24764.71284563117	108.86618323664766	3959.5477451063157	0.0024811551651480303	0.6585287909114292	0.06500365360485034	0.4052083102493206	0.041016320381932855	0.038569195718027645	0.10814333779107307	0.3406895100457035	0.28328267765766546	0.22285360856726386	0.1531742037293671	74.16766822750174	-26511.471291771	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.7322422990502625	0.4067183211001422	0.6169336452667101	0.26709855683733674	0.18694710372013418	0.7345862254389536	1.8706820366037928	2.78632862222519	0.545250348835481	3.520893549432438	1.2136116562141812	3.635178617191837	1.7608635071642749	0.9234309270933055	0.45492437774432826	0.34111364883263445	0.0	0.4067183211001422	0.6169336452667101	0.0	0.0	0.7345862254389536	1.8706820366037928	2.78632862222519	0.0	3.520893549432438	1.2136116562141812	0.0	1.7608635071642749	0.9234309270933055	0.45492437774432826	-16938.737545588458	0.09299744782539049
6498000	-71806.07119587905	-28319.454316081086	-43486.616879797955	-24760.432571104782	109.01696346636999	3960.5438809403254	0.002397450878777896	0.6585287909114292	0.06500365360485034	0.4052083102493206	0.041016320381932855	0.038569195718027645	0.10814333779107307	0.32401688274989865	0.28328267765766546	0.23952623586306876	0.1531742037293671	74.16766822750174	-26511.19079483998	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.7210878261059697	0.41900121332606355	0.5522140489745565	0.3259055386665772	0.4292773292226431	0.8133758903888024	1.437298000736804	2.812384077053359	0.3534651726070103	2.9005347687673986	1.398557326628456	2.6627846753490805	1.243705572171183	0.8396089076996512	0.3215704744920201	0.3229584675976576	0.0	0.41900121332606355	0.5522140489745565	0.0	0.0	0.8133758903888024	1.437298000736804	2.812384077053359	0.0	2.9005347687673986	1.398557326628456	0.0	1.243705572171183	0.8396089076996512	0.3215704744920201	-16939.97695416541	0.09410913667756247
6499000	-71796.93445502248	-28317.46946327198	-43479.4649917505	-24756.590364719203	106.39553760268993	3953.202117522214	0.0023852859171175898	0.6585287909114292	0.06500365360485034	0.4052083102493206	0.041016320381932855	0.038569195718027645	0.10814333779107307	0.32401688274989865	0.28328267765766546	0.23952623586306876	0.1531742037293671	74.16766822750174	-26506.530139287635	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	0.5504064497802865	0.2828124728378728	0.49356668652015706	0.8395313437951661	0.8637464286353093	0.7842427647641758	1.2994509620091472	2.5777029275705776	0.3212159637350438	2.354025086686558	1.1214504562838956	2.2662317877503324	1.305508268950016	0.6757161843407669	0.42536202628514524	0.32889096910804877	0.0	0.2828124728378728	0.49356668652015706	0.0	0.0	0.7842427647641758	1.2994509620091472	2.5777029275705776	0.0	2.354025086686558	1.1214504562838956	0.0	1.305508268950016	0.6757161843407669	0.42536202628514524	-16938.537332389315	0.0934620256202683
6500000	-71773.05358008687	-28299.096069433996	-43473.95751065287	-24753.90180157778	106.30582934367749	3950.3211373986865	0.002441980628641063	0.6585287909114292	0.06500365360485034	0.4052083102493206	0.041016320381932855	0.038569195718027645	0.10814333779107307	0.32401688274989865	0.28328267765766546	0.23952623586306876	0.1531742037293671	74.89096004969173	-26502.883445383646	0	1	1	0	0	1	1	1	0	1	1	0	1	1	1	1.4223680145827369	0.39727408712686785	0.5408528864425988	0.7171769191361937	0.45549186509234046	0.6514917779855437	1.175208077236444	2.5207173632264026	0.4832662004201476	2.6826637990841853	1.126026296630799	0.9276320149254903	1.1129741133939952	0.7042161061746066	0.3164652883692063	0.32889096910804877	0.0	0.39727408712686785	0.5408528864425988	0.0	0.0	0.6514917779855437	1.175208077236444	2.5207173632264026	0.0	2.6826637990841853	1.126026296630799	0.0	1.1129741133939952	0.7042161061746066	0.3164652883692063	-16937.593985323187	0.09111769987744782
