#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	clockRate.Subsampled_Continents_aligned_N5000_subsampled	gammaShape.Subsampled_Continents_aligned_N5000_subsampled	rateAC.Subsampled_Continents_aligned_N5000_subsampled	rateAG.Subsampled_Continents_aligned_N5000_subsampled	rateAT.Subsampled_Continents_aligned_N5000_subsampled	rateCG.Subsampled_Continents_aligned_N5000_subsampled	rateGT.Subsampled_Continents_aligned_N5000_subsampled	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.1	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.2	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.3	freqParameter.Subsampled_Continents_aligned_N5000_subsampled.4	popSize	CoalescentConstant	rateIndicator.Continent.1	rateIndicator.Continent.2	rateIndicator.Continent.3	rateIndicator.Continent.4	rateIndicator.Continent.5	rateIndicator.Continent.6	rateIndicator.Continent.7	rateIndicator.Continent.8	rateIndicator.Continent.9	rateIndicator.Continent.10	rateIndicator.Continent.11	rateIndicator.Continent.12	rateIndicator.Continent.13	rateIndicator.Continent.14	rateIndicator.Continent.15	relativeGeoRates.Continent.1	relativeGeoRates.Continent.2	relativeGeoRates.Continent.3	relativeGeoRates.Continent.4	relativeGeoRates.Continent.5	relativeGeoRates.Continent.6	relativeGeoRates.Continent.7	relativeGeoRates.Continent.8	relativeGeoRates.Continent.9	relativeGeoRates.Continent.10	relativeGeoRates.Continent.11	relativeGeoRates.Continent.12	relativeGeoRates.Continent.13	relativeGeoRates.Continent.14	relativeGeoRates.Continent.15	traitClockRate.Continent	geoSubstModelLogger.Continent.relGeoRate_Africa_Asia	geoSubstModelLogger.Continent.relGeoRate_Africa_Europe	geoSubstModelLogger.Continent.relGeoRate_Africa_North_America	geoSubstModelLogger.Continent.relGeoRate_Africa_Oceania	geoSubstModelLogger.Continent.relGeoRate_Africa_South_America	geoSubstModelLogger.Continent.relGeoRate_Asia_Europe	geoSubstModelLogger.Continent.relGeoRate_Asia_North_America	geoSubstModelLogger.Continent.relGeoRate_Asia_Oceania	geoSubstModelLogger.Continent.relGeoRate_Asia_South_America	geoSubstModelLogger.Continent.relGeoRate_Europe_North_America	geoSubstModelLogger.Continent.relGeoRate_Europe_Oceania	geoSubstModelLogger.Continent.relGeoRate_Europe_South_America	geoSubstModelLogger.Continent.relGeoRate_North_America_Oceania	geoSubstModelLogger.Continent.relGeoRate_North_America_South_America	geoSubstModelLogger.Continent.relGeoRate_Oceania_South_America	YuleModel	birthRate
992000	-110543.56149657394	-63559.816980644835	-46983.74451592911	-58089.71893568721	106.15474447486602	5253.8848328323575	0.007003557698080502	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	143.79313313278763	-29878.7447621475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.09251665063200641	0.3162506968392841	0.322732165679035	0.2745767070777116	0.05805809350393295	0.22503763933534066	1.4059461492268401	2.518332664777226	0.2408934091679623	3.2437196771171393	1.7138372571957898	0.13821330717238284	1.9852618545627796	0.47477761184782336	0.18915466045183418	0.7728546029120568	0.09251665063200641	0.3162506968392841	0.322732165679035	0.2745767070777116	0.05805809350393295	0.22503763933534066	1.4059461492268401	2.518332664777226	0.2408934091679623	3.2437196771171393	1.7138372571957898	0.13821330717238284	1.9852618545627796	0.47477761184782336	0.18915466045183418	-17056.196486718174	0.0884072224417817
993000	-110480.474179257	-63496.82869489347	-46983.64548436353	-58036.621406449565	106.15474447486602	5253.80217833857	0.0065391939650742935	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	143.79313313278763	-29877.158634233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.12301960390017083	0.27883581325814777	0.5221469990295416	0.3513684611257037	0.09862901084634339	0.2868491704801018	1.513738823417216	2.706404541701636	0.2703851792129011	3.5442519427113433	1.6512461787731851	0.15387850622686813	2.4403329892276266	0.6546756872264402	0.1166667928276958	0.7122319345757941	0.12301960390017083	0.27883581325814777	0.5221469990295416	0.3513684611257037	0.09862901084634339	0.2868491704801018	1.513738823417216	2.706404541701636	0.2703851792129011	3.5442519427113433	1.6512461787731851	0.15387850622686813	2.4403329892276266	0.6546756872264402	0.1166667928276958	-17056.252128174216	0.08832948871121293
994000	-110487.71081499668	-63494.15032348841	-46993.560491508266	-58034.165281793095	106.15474447486602	5255.658432679177	0.006418614916981988	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70111974211088	-29887.014805506613	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.1399530605369724	0.4404972663154925	0.17322134730926297	0.2928611422213842	0.0865055671380369	0.23749118859931578	1.4706053118400768	2.5029013960458038	0.2133650655161573	3.4461245275173895	1.4481144148778962	0.1504042909038861	2.77608903248578	0.5232190428798037	0.1961612597670177	0.714067202979763	0.1399530605369724	0.4404972663154925	0.17322134730926297	0.2928611422213842	0.0865055671380369	0.23749118859931578	1.4706053118400768	2.5029013960458038	0.2133650655161573	3.4461245275173895	1.4481144148778962	0.1504042909038861	2.77608903248578	0.5232190428798037	0.1961612597670177	-17056.90328547226	0.09148434464278216
995000	-110443.09858191147	-63444.77523178117	-46998.3233501303	-57992.42105935023	106.15474447486602	5254.957938044076	0.006418614916981988	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70111974211088	-29889.606650093756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.21369081199518047	0.37496229704992184	0.3656322957883792	0.33980343550791003	0.10695175425351527	0.3250450970051655	1.8095138115938842	3.3997884437498884	0.17917620124537806	4.159038316948404	2.1353063786979813	0.2942950702435704	2.634028961144702	0.715622543149725	0.09829087272445308	0.7076704624737739	0.21369081199518047	0.37496229704992184	0.3656322957883792	0.33980343550791003	0.10695175425351527	0.3250450970051655	1.8095138115938842	3.3997884437498884	0.17917620124537806	4.159038316948404	2.1353063786979813	0.2942950702435704	2.634028961144702	0.715622543149725	0.09829087272445308	-17056.029663071076	0.0888057120101467
996000	-110417.92183887052	-63406.32043546396	-47011.60140340656	-57954.804341644085	106.15474447486602	5263.564758844187	0.006839698490364104	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	143.09213278928473	-29904.284652052324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.08270434220725836	0.29920109288787644	0.26914949785132636	0.33089238852636166	0.1793248439894581	0.21664112862347554	1.5840634613333462	2.7080861336549438	0.21024395949537544	3.531441881738368	1.9848563410089302	0.16482263109354217	2.5761255709764614	0.7848930203723422	0.1253503075709862	0.7364702959170342	0.08270434220725836	0.29920109288787644	0.26914949785132636	0.33089238852636166	0.1793248439894581	0.21664112862347554	1.5840634613333462	2.7080861336549438	0.21024395949537544	3.531441881738368	1.9848563410089302	0.16482263109354217	2.5761255709764614	0.7848930203723422	0.1253503075709862	-17056.7180934122	0.09030829179623755
997000	-110400.49647138148	-63387.96598046103	-47012.53049092046	-57933.95291965995	106.15474447486602	5264.939348133319	0.006839698490364104	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	143.09213278928473	-29908.142522313385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.113000123813657	0.17291467768549543	0.3678683092949429	0.31093877608351733	0.11574322716425978	0.36378857740378656	1.18211781980064	2.293825173415468	0.13343311126106808	2.802065778814015	1.3165024267513679	0.11141520706377374	2.1210463680260103	0.4842974579436068	0.14694552619789386	0.7068595291221074	0.113000123813657	0.17291467768549543	0.3678683092949429	0.31093877608351733	0.11574322716425978	0.36378857740378656	1.18211781980064	2.293825173415468	0.13343311126106808	2.802065778814015	1.3165024267513679	0.11141520706377374	2.1210463680260103	0.4842974579436068	0.14694552619789386	-17056.842230222814	0.09030829179623755
998000	-110359.10227558663	-63332.89514612961	-47026.20712945703	-57879.62812978889	106.15474447486602	5267.029918177017	0.006839698490364104	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	148.23143106936874	-29913.080557436144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.18210585224758108	0.2870509100972204	0.23300147081503025	0.49409667887571523	0.11600355593489464	0.2953718887549	1.761662366808434	2.8408569418314586	0.20995746814525795	4.2368182150843685	2.277923057149533	0.17904069777728943	2.7682421393837986	0.4808794537984575	0.11758045648465092	0.7063287036131268	0.18210585224758108	0.2870509100972204	0.23300147081503025	0.49409667887571523	0.11600355593489464	0.2953718887549	1.761662366808434	2.8408569418314586	0.20995746814525795	4.2368182150843685	2.277923057149533	0.17904069777728943	2.7682421393837986	0.4808794537984575	0.11758045648465092	-17061.10161000125	0.09336070465552151
999000	-110342.06692682058	-63306.80144385535	-47035.26548296524	-57859.38057564088	106.34403937093916	5271.006510669904	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	148.23143106936874	-29922.171195892694	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.174855559308024	0.4022755456293155	0.33586159799626186	0.40060078586112985	0.11204579774856675	0.14110839857960883	2.612154601230552	3.277157124983838	0.3000158659739534	4.729124234376767	2.490511065256829	0.23774301565707714	3.255297665053311	0.6478581797264433	0.14272758538345187	0.7293052436167097	0.174855559308024	0.4022755456293155	0.33586159799626186	0.40060078586112985	0.11204579774856675	0.14110839857960883	2.612154601230552	3.277157124983838	0.3000158659739534	4.729124234376767	2.490511065256829	0.23774301565707714	3.255297665053311	0.6478581797264433	0.14272758538345187	-17058.25857657354	0.08783154071842812
1000000	-110326.74286016103	-63303.601540682634	-47023.1413194784	-57853.78167006132	106.34403937093916	5266.08471223886	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	148.23143106936874	-29913.58729577286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.29898812552006215	0.4083265528317257	0.38389327343813595	0.4170186799050176	0.22494729041911388	0.13695523678034804	2.1214944497857964	3.5192210419859653	0.21803862606927282	4.864003921659611	2.073225129175237	0.4300345412584911	3.285243167700477	0.6305527561190702	0.34664561442947234	0.7553317353728277	0.29898812552006215	0.4083265528317257	0.38389327343813595	0.4170186799050176	0.22494729041911388	0.13695523678034804	2.1214944497857964	3.5192210419859653	0.21803862606927282	4.864003921659611	2.073225129175237	0.4300345412584911	3.285243167700477	0.6305527561190702	0.0	-17057.253316555743	0.08843567869358109
1001000	-110302.12921096897	-63287.25219786035	-47014.87701310863	-57846.93997293851	106.34403937093916	5264.625402568802	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	144.2149451938259	-29910.14831349936	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.1602183175809627	0.33377843774767774	0.28671000255121515	0.24088152710273422	0.07298879625074131	0.3021845017220504	1.4880945716354557	2.6450737353942606	0.30231704074684507	3.7109203355008313	1.5194935715454012	0.2410029885268188	2.308000151503701	0.49268028885924164	0.5658498601126906	0.7702821113557632	0.1602183175809627	0.33377843774767774	0.28671000255121515	0.24088152710273422	0.07298879625074131	0.3021845017220504	1.4880945716354557	2.6450737353942606	0.30231704074684507	3.7109203355008313	1.5194935715454012	0.2410029885268188	2.308000151503701	0.49268028885924164	0.0	-17057.124261514655	0.08843567869358109
1002000	-110182.613641731	-63177.078784479345	-47005.53485725166	-57739.92739701056	106.34403937093916	5263.484541369164	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	143.48414218969802	-29901.039203375847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.15010685201013854	0.3590789476579357	0.26387084576387926	0.26338146654513783	0.07088997484771212	0.18622061568907944	1.7016028840899313	2.7241694903082787	0.14231398314733254	3.5477321865398688	1.6938744474325236	0.292100059508659	2.3849690573779707	0.597308995048902	0.519354634786513	0.6926268448466018	0.15010685201013854	0.3590789476579357	0.26387084576387926	0.26338146654513783	0.07088997484771212	0.18622061568907944	1.7016028840899313	2.7241694903082787	0.14231398314733254	3.5477321865398688	1.6938744474325236	0.292100059508659	2.3849690573779707	0.597308995048902	0.0	-17056.775752632348	0.08882732122151332
1003000	-110153.80944359064	-63140.15423764819	-47013.65520594246	-57697.611661122064	106.34403937093916	5269.60655447296	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	144.08994939643813	-29907.889964075624	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.19022811043927634	0.4589227335113462	0.1910570055795389	0.24992609564180812	0.0749645202726048	0.1393998324697636	1.4514315522692978	2.8393021691024556	0.2515474866686621	4.151104880662086	1.8719460198999105	0.20247828476060217	2.081023954287236	0.6829057277059497	0.6685089473177683	0.7761311951538264	0.19022811043927634	0.4589227335113462	0.1910570055795389	0.24992609564180812	0.0749645202726048	0.1393998324697636	1.4514315522692978	2.8393021691024556	0.2515474866686621	4.151104880662086	1.8719460198999105	0.20247828476060217	2.081023954287236	0.6829057277059497	0.0	-17057.319554656846	0.08882732122151332
1004000	-110134.9011008525	-63114.65961393276	-47020.24148691974	-57673.60634354994	106.34403937093916	5271.548141003892	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	144.08994939643813	-29913.509521150914	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.1363952185332158	0.409104591206558	0.18283314545937115	0.29496285246305803	0.15588002229179274	0.1468780170399082	1.6497912628105464	2.811288690435803	0.1565560536459416	3.7601844657006103	2.0868007903601504	0.2447532955011208	2.681882187895797	0.45104469183559687	1.2048230741461396	0.720632869372355	0.1363952185332158	0.409104591206558	0.18283314545937115	0.29496285246305803	0.15588002229179274	0.1468780170399082	1.6497912628105464	2.811288690435803	0.1565560536459416	3.7601844657006103	2.0868007903601504	0.2447532955011208	2.681882187895797	0.45104469183559687	0.0	-17057.49202058731	0.08882732122151332
1005000	-110097.45166329053	-63073.900366986505	-47023.551296304024	-57635.130041503224	106.34403937093916	5273.792932351214	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	143.1364411134732	-29917.469006291132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.09178891040552101	0.2767660933845271	0.14465652634351575	0.4851865542095323	0.06873780959065075	0.2656668611269975	1.7236068122394266	2.467775610211076	0.22719181736151822	4.064575017580019	1.6068444143063108	0.16969914446276663	2.5886324960944127	0.6277521903807424	0.6672815193686136	0.7610700761810238	0.09178891040552101	0.2767660933845271	0.14465652634351575	0.4851865542095323	0.06873780959065075	0.2656668611269975	1.7236068122394266	2.467775610211076	0.22719181736151822	4.064575017580019	1.6068444143063108	0.16969914446276663	2.5886324960944127	0.6277521903807424	0.0	-17057.69141938939	0.08882732122151332
1006000	-110058.55691590867	-63033.267418514966	-47025.28949739371	-57597.70407093184	106.34403937093916	5275.536135148399	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	149.495298340887	-29920.129512819996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.1311235100250036	0.2643168743721973	0.3701875275356829	0.23627309314483144	0.07036996195111843	0.28760773968766634	1.5045695026429746	2.4768444712034947	0.22405961170307256	3.788938739299075	1.2669500710102073	0.11941794103266438	2.115383662278532	0.6163279241749098	0.3607715209435057	0.7179784140769547	0.1311235100250036	0.2643168743721973	0.3701875275356829	0.23627309314483144	0.07036996195111843	0.28760773968766634	1.5045695026429746	2.4768444712034947	0.22405961170307256	3.788938739299075	1.2669500710102073	0.11941794103266438	2.115383662278532	0.6163279241749098	0.0	-17058.426937681237	0.09120489769978114
1007000	-110007.00829949431	-62971.67532327202	-47035.33297622229	-57538.07758630939	106.34403937093916	5285.824807098341	0.006531558617826367	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	149.495298340887	-29928.049369108627	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.15828573457489883	0.3141999320103417	0.3432727972052552	0.22286773805063556	0.1301797192488652	0.4309245437319227	1.72437224719282	2.8025651065864765	0.19823786040088887	3.9476955503585605	1.452926604357227	0.13974547495225856	2.1347201246979908	0.4806007321262295	0.4963062675387974	0.7483999790514265	0.15828573457489883	0.3141999320103417	0.3432727972052552	0.22286773805063556	0.1301797192488652	0.4309245437319227	1.72437224719282	2.8025651065864765	0.19823786040088887	3.9476955503585605	1.452926604357227	0.13974547495225856	2.1347201246979908	0.4806007321262295	0.0	-17059.365314953888	0.09120489769978114
1008000	-109978.03845877465	-62945.10440473044	-47032.934054044206	-57512.46720912042	106.34462992882447	5284.755669598137	0.0065598431868482574	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	149.495298340887	-29930.838573358746	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.061569746896462	0.24563306921321418	0.13058613314949247	0.25084824478938594	0.10137689327458875	0.33257381775750033	1.0865608493563663	1.74374336448238	0.1365197880851101	2.687627814093634	1.0093013431528182	0.129873583901564	1.7433300614447866	0.43500220388377947	0.554338693437382	0.6844672055675045	0.061569746896462	0.24563306921321418	0.13058613314949247	0.25084824478938594	0.10137689327458875	0.33257381775750033	1.0865608493563663	1.74374336448238	0.1365197880851101	2.687627814093634	1.0093013431528182	0.129873583901564	1.7433300614447866	0.43500220388377947	0.0	-17058.59447482062	0.09021685799707123
1009000	-109938.60451098286	-62903.362499051174	-47035.24201193168	-57474.89004269632	106.34462992882447	5288.220534521924	0.0065598431868482574	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29932.77022688709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.07723343637927928	0.18535780828439452	0.19844688913005545	0.3456743410802413	0.09972749858179317	0.27572405084569196	0.8927597933223516	2.2167869105220004	0.13542174894595446	2.338598428775429	1.104578901586989	0.13665885610928194	1.899261595623235	0.3389387905357544	0.43714935487662987	0.7189181070684908	0.07723343637927928	0.18535780828439452	0.19844688913005545	0.3456743410802413	0.09972749858179317	0.27572405084569196	0.8927597933223516	2.2167869105220004	0.13542174894595446	2.338598428775429	1.104578901586989	0.13665885610928194	1.899261595623235	0.3389387905357544	0.0	-17058.90706404742	0.09021685799707123
1010000	-109907.17360812232	-62880.585904995474	-47026.58770312685	-57445.631311595585	106.34462992882447	5283.140627848925	0.0065598431868482574	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29924.909797436678	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0.1643210864506074	0.28320329459768645	0.18514532779854065	0.28655153958218266	0.10255775933894529	0.3928132025450968	1.6902209427566113	2.257206279072462	0.18046009858111245	3.38739079711093	1.590266961381579	0.09734656824898923	1.6405380313662592	0.3210624728930159	0.33808384806765646	0.7142689203715293	0.1643210864506074	0.28320329459768645	0.18514532779854065	0.28655153958218266	0.10255775933894529	0.0	1.6902209427566113	2.257206279072462	0.18046009858111245	3.38739079711093	1.590266961381579	0.09734656824898923	1.6405380313662592	0.3210624728930159	0.0	-17058.448770828458	0.09021685799707123
1011000	-109883.96241432102	-62866.223881570484	-47017.73853275053	-57435.03387065708	106.34462992882447	5279.232881609006	0.0065598431868482574	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29915.41429658098	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0.07891929246661654	0.20187929832238322	0.3698774257101117	0.35201027176714833	0.061275744087110964	0.40265080717727986	1.5360328662830691	2.8995924309046504	0.21925884860212547	3.178640308892854	1.2858459708427752	0.1339868532902974	2.065289277672689	0.4697175393380518	0.6689132313200227	0.7086844585320017	0.07891929246661654	0.20187929832238322	0.3698774257101117	0.35201027176714833	0.061275744087110964	0.0	1.5360328662830691	2.8995924309046504	0.21925884860212547	3.178640308892854	1.2858459708427752	0.1339868532902974	2.065289277672689	0.4697175393380518	0.0	-17058.096226240832	0.09021685799707123
1012000	-109820.98751148494	-62791.63252946822	-47029.354982016725	-57370.70149053901	106.34462992882447	5283.1101390299045	0.006512608126089832	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29923.956372701185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.09015913477939076	0.32323698016095465	0.18646221284386005	0.3090975474271815	0.13183526513647362	0.239683889990918	1.2936345904345148	2.458217045213127	0.17721406295204045	3.1198543478918004	1.7597182000396527	0.23589393178716406	2.596055926766918	0.4376582552081443	0.7232725377226672	0.7104770563251819	0.09015913477939076	0.32323698016095465	0.18646221284386005	0.3090975474271815	0.13183526513647362	0.239683889990918	1.2936345904345148	2.458217045213127	0.17721406295204045	3.1198543478918004	1.7597182000396527	0.23589393178716406	2.596055926766918	0.4376582552081443	0.0	-17058.446020223004	0.09021685799707123
1013000	-109777.46862889489	-62744.19944017784	-47033.26918871705	-57324.15096237717	106.34462992882447	5287.338966363904	0.006312421594287427	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29928.559678460188	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.08978074822723828	0.1726801866095517	0.12088999224364524	0.4043115659891626	0.05680529435995076	0.14394213481789975	1.3173173491902632	2.308700715052157	0.1795482092370853	2.9722039982700155	1.3038232976145432	0.14516184541534305	1.799502319286095	0.555269063284781	0.9302918882254037	0.720976256340501	0.08978074822723828	0.1726801866095517	0.12088999224364524	0.4043115659891626	0.05680529435995076	0.14394213481789975	1.3173173491902632	2.308700715052157	0.1795482092370853	2.9722039982700155	1.3038232976145432	0.14516184541534305	1.799502319286095	0.555269063284781	0.0	-17059.324021104752	0.09101090490140212
1014000	-109624.40944483192	-62572.16677898595	-47052.242665845966	-57143.81980300788	106.34462992882447	5289.0519466925825	0.006312421594287427	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29946.93090333353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.048846842804166554	0.4167306132162384	0.20289951358019107	0.27660065670479095	0.09553234771647304	0.16452129878529667	1.0819645447875912	2.3659401926213603	0.20290021869292266	3.3139965576718353	1.0583430921375303	0.1140830444200025	2.371761348756933	0.4465523747653439	1.395193015539123	0.720976256340501	0.048846842804166554	0.4167306132162384	0.20289951358019107	0.27660065670479095	0.09553234771647304	0.16452129878529667	1.0819645447875912	2.3659401926213603	0.20290021869292266	3.3139965576718353	1.0583430921375303	0.1140830444200025	2.371761348756933	0.4465523747653439	0.0	-17058.87063630595	0.089759357487538
1015000	-109597.24350964406	-62550.814511800636	-47046.42899784342	-57123.563110461895	106.34348296470783	5287.4545026813075	0.006312421594287427	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29944.399743423357	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0.0730745609540033	0.30503345732307235	0.14350373104634168	0.266963935908412	0.13080806027703054	0.18002488191637356	1.272258596611834	2.1900360455530845	0.18869576954328107	2.5148302454517117	1.263357167185918	0.17445476872053056	2.122190585765708	0.4488103547368771	1.662515623955992	0.7535180707714088	0.0730745609540033	0.30503345732307235	0.14350373104634168	0.266963935908412	0.13080806027703054	0.0	1.272258596611834	2.1900360455530845	0.18869576954328107	2.5148302454517117	1.263357167185918	0.17445476872053056	2.122190585765708	0.4488103547368771	0.0	-17058.72725075789	0.089759357487538
1016000	-109570.6207080713	-62517.35316470343	-47053.26754336787	-57087.83052193241	106.34728215865249	5289.305498275917	0.006550187944739773	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	146.70961343334514	-29953.012261713087	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.056634792530759114	0.1059201973200876	0.30144497840992385	0.18715417256028286	0.12571151986371099	0.08089173792589126	1.1238206127701218	1.646070191929285	0.14981120794907435	1.907758553206512	0.8797192299877626	0.13029961918278493	1.2176511100630396	0.24635716045721082	2.808732777412977	0.7752787886875492	0.0	0.1059201973200876	0.30144497840992385	0.18715417256028286	0.12571151986371099	0.08089173792589126	1.1238206127701218	1.646070191929285	0.14981120794907435	1.907758553206512	0.8797192299877626	0.13029961918278493	1.2176511100630396	0.24635716045721082	0.0	-17058.893394933184	0.089759357487538
1017000	-109538.46640362758	-62467.5772753537	-47070.88912827388	-57042.14335047206	106.34728215865249	5291.782574147612	0.006550187944739773	0.5296698211859701	0.10199406326205142	1.94101110062733	0.08138043992056283	0.05189895760960904	0.15967074633622705	0.23753499793232993	0.412826554139688	0.1338399855755512	0.21579846235243091	141.49934796484348	-29963.899030760072	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0.10015678161317482	0.2976714927738681	0.07535644955673523	0.2738472938711306	0.164088933884373	0.17621941124675558	1.569657040036852	2.8726787746297155	0.15546045531807226	3.143941816608922	1.6643061390102996	0.18289035893798286	2.06449762920221	0.6316299917229524	1.5362239792492047	0.7859905417536722	0.10015678161317482	0.2976714927738681	0.07535644955673523	0.2738472938711306	0.164088933884373	0.17621941124675558	1.569657040036852	2.8726787746297155	0.15546045531807226	3.143941816608922	1.6643061390102996	0.18289035893798286	2.06449762920221	0.6316299917229524	0.0	-17059.146053297532	0.089236515828556
