cluster_id,source_continent,cluster_root_date,cluster_root_absolute_time,cluster_size,first_tip_date,last_tip_date,tip_names,tip_dates
cluster_189,Oceania,2018-07-20,2018.549053,2,2018-08-15,2018-08-22,PP_003J03N.1/2018-08-15/North_America/450/D8;PP_003PWEU.1/2018-08-22/North_America/15678/D8,2018-08-15;2018-08-22
cluster_190,Europe,2018-08-15,2018.619178,1,2018-08-15,2018-08-15,PP_003HZ4P.1/2018-08-15/North_America/450/D8,2018-08-15
cluster_191,Asia,2018-09-16,2018.707999,5,2018-10-14,2019-08-05,PP_003JNXB.1/2018-10-15/North_America/450/D8;PP_003PWLF.1/2019-04-03/North_America/15678/D8;PP_003LD6Z.1/2019-05-15/North_America/450/D8;PP_003QJBA.1/2019-05-17/North_America/15678/D8;PP_003PV3H.1/2019-08-05/North_America/15678/D8,2018-10-15;2019-04-03;2019-05-15;2019-05-17;2019-08-05
cluster_192,Oceania,2018-10-14,2018.786301,1,2018-10-14,2018-10-14,PP_003Q8YB.1/2018-10-15/North_America/450/D8,2018-10-15
cluster_193,Oceania,2018-10-17,2018.794448,51,2020-01-15,2025-02-20,PP_003LA0E.1/2020-01-15/North_America/450/B3;PP_003QCBG.1/2022-09-21/North_America/450/B3;PP_003Q9Z8.1/2022-09-22/North_America/450/B3;PP_003QA5W.1/2022-09-26/North_America/450/B3;PP_003QA30.1/2022-10-01/North_America/450/B3;PP_003QA4Y.1/2022-10-01/North_America/450/B3;PP_003QC8N.1/2022-10-30/North_America/450/B3;PP_003QADE.1/2022-11-07/North_America/450/B3;PP_003QBK0.1/2022-11-09/North_America/450/B3;PP_003QAQR.1/2022-11-14/North_America/450/B3;PP_003QATK.1/2022-11-15/North_America/450/B3;PP_003QAY9.1/2022-11-18/North_America/450/B3;PP_003QAWD.1/2022-11-21/North_America/450/B3;PP_003QAZ7.1/2022-11-22/North_America/450/B3;PP_003QB05.1/2022-11-22/North_America/450/B3;PP_003QB4X.1/2022-11-23/North_America/450/B3;PP_003QB13.1/2022-11-24/North_America/450/B3;PP_003QB6T.1/2022-11-25/North_America/450/B3;PP_003QB8P.1/2022-11-25/North_America/450/B3;PP_003QBF9.1/2022-11-25/North_America/450/B3;PP_003QB7R.1/2022-11-26/North_America/450/B3;PP_003QBEB.1/2022-11-26/North_America/450/B3;PP_003QBJ2.1/2022-11-28/North_America/450/B3;PP_003QBQQ.1/2022-11-29/North_America/450/B3;PP_003QBMW.1/2022-11-30/North_America/450/B3;PP_003QBRN.1/2022-12-02/North_America/450/B3;PP_003QBUG.1/2022-12-06/North_America/450/B3;PP_003QBVE.1/2022-12-06/North_America/450/B3;PP_003QBWC.1/2022-12-06/North_America/450/B3;PP_003QBY8.1/2022-12-06/North_America/450/B3;PP_003QBZ6.1/2022-12-07/North_America/450/B3;PP_003QC04.1/2022-12-08/North_America/450/B3;PP_003QC12.1/2022-12-08/North_America/450/B3;PP_003QC3Y.1/2022-12-08/North_America/450/B3;PP_003QC4W.1/2022-12-10/North_America/450/B3;PP_003QC6S.1/2022-12-11/North_America/450/B3;PP_003QCDC.1/2022-12-16/North_America/450/B3;PP_003QCEA.1/2022-12-28/North_America/450/B3;PP_003QVDV.1/2024-03-04/North_America/450/B3;PP_003QY1G.1/2024-05-12/North_America/450/B3;PP_003QY2E.1/2024-05-14/North_America/450/B3;PP_003QV93.1/2024-08-26/North_America/450/B3;PP_003QZBV.1/2024-09-07/North_America/450/B3;PP_003QZFM.1/2024-10-25/North_America/450/B3;PP_003QZGK.1/2024-10-31/North_America/450/B3;PP_003QZHG.1/2024-11-02/North_America/450/B3;PP_003QZKC.1/2024-11-09/North_America/450/B3;PP_003QZM8.1/2024-11-11/North_America/450/B3;PP_003QZLA.1/2024-11-13/North_America/450/B3;PP_003QZP4.1/2024-11-29/North_America/450/B3;PP_003R1WL.1/2025-02-20/North_America/450/B3,2020-01-15;2022-09-21;2022-09-22;2022-09-26;2022-10-01;2022-10-01;2022-10-30;2022-11-07;2022-11-09;2022-11-14;2022-11-15;2022-11-18;2022-11-21;2022-11-22;2022-11-22;2022-11-23;2022-11-24;2022-11-25;2022-11-25;2022-11-25;2022-11-26;2022-11-26;2022-11-28;2022-11-29;2022-11-30;2022-12-02;2022-12-06;2022-12-06;2022-12-06;2022-12-06;2022-12-07;2022-12-08;2022-12-08;2022-12-08;2022-12-10;2022-12-11;2022-12-16;2022-12-28;2024-03-04;2024-05-12;2024-05-14;2024-08-26;2024-09-07;2024-10-25;2024-10-31;2024-11-02;2024-11-09;2024-11-11;2024-11-13;2024-11-29;2025-02-20
cluster_194,Oceania,2018-12-19,2018.966182,7,2019-02-15,2019-08-15,PP_003JQF8.1/2019-02-15/North_America/450/B3;PP_003KDYG.1/2019-03-15/North_America/450/B3;PP_003LC52.1/2019-03-15/North_America/450/B3;PP_003LDUN.1/2019-07-05/North_America/450/B3;PP_003PWHM.1/2019-07-05/North_America/15678/B3;PP_003PWGQ.1/2019-07-25/North_America/15678/B3;PP_003KE60.1/2019-08-15/North_America/450/B3,2019-02-15;2019-03-15;2019-03-15;2019-07-05;2019-07-05;2019-07-25;2019-08-15
cluster_195,Oceania,2019-01-14,2019.038356,1,2019-01-14,2019-01-14,PP_003JNVF.1/2019-01-15/North_America/450/D8,2019-01-15
cluster_196,Asia,2019-01-31,2019.08306,1,2019-02-15,2019-02-15,PP_003LDHA.1/2019-02-15/North_America/450/D8,2019-02-15
cluster_197,Oceania,2019-02-01,2019.0851,6,2019-02-15,2019-06-25,PP_003LD0B.1/2019-02-15/North_America/450/D8;PP_003LD43.1/2019-02-15/North_America/450/D8;PP_003LCCN.1/2019-04-15/North_America/450/D8;PP_003LE18.1/2019-04-15/North_America/450/D8;PP_003PVZQ.1/2019-05-27/North_America/15678/D8;PP_003LCTR.1/2019-06-25/North_America/450/D8,2019-02-15;2019-02-15;2019-04-15;2019-04-15;2019-05-27;2019-06-25
cluster_198,Oceania,2019-02-05,2019.09863,1,2019-02-05,2019-02-05,PP_003PWCY.1/2019-02-06/North_America/15678/B3,2019-02-06
cluster_199,Oceania,2019-02-20,2019.138531,5,2019-03-15,2019-10-14,PP_003LD51.1/2019-03-15/North_America/450/D8;PP_003LCWK.1/2019-05-15/North_America/450/D8;PP_003LD35.1/2019-06-15/North_America/450/D8;PP_003LE0A.1/2019-06-28/North_America/450/D8;PP_003L179.1/2019-10-15/North_America/450/D8,2019-03-15;2019-05-15;2019-06-15;2019-06-28;2019-10-15
cluster_200,Europe,2019-03-15,2019.2,1,2019-03-15,2019-03-15,PP_003LCXH.1/2019-03-15/North_America/450/D8,2019-03-15
cluster_201,Oceania,2019-03-20,2019.213699,1,2019-03-20,2019-03-20,PP_003PWQ7.1/2019-03-20/North_America/15678/D8,2019-03-20
cluster_202,Europe,2019-03-24,2019.225279,8,2019-05-14,2023-05-05,PP_003LDN0.1/2019-05-15/North_America/450/D8;PP_003QJD6.1/2019-06-02/North_America/15678/D8;PP_003LD9T.1/2019-08-08/North_America/450/D8;PP_003PV2K.1/2019-08-08/North_America/15678/D8;PP_003L1FT.1/2019-08-15/North_America/450/D8;PP_003KEL5.1/2019-09-15/North_America/450/D8;PP_003QCY7.1/2023-04-10/North_America/450/D8;PP_003QCUF.1/2023-05-05/North_America/450/D8,2019-05-15;2019-06-02;2019-08-08;2019-08-08;2019-08-15;2019-09-15;2023-04-10;2023-05-05
cluster_203,Oceania,2019-03-28,2019.238356,1,2019-03-28,2019-03-28,PP_003PX1K.1/2019-03-29/North_America/15678/B3,2019-03-29
cluster_204,Europe,2019-04-14,2019.284932,1,2019-04-14,2019-04-14,PP_003LD27.1/2019-04-15/North_America/450/B3,2019-04-15
cluster_205,Asia,2019-05-08,2019.350685,1,2019-05-08,2019-05-08,PP_003PUU1.1/2019-05-09/North_America/15678/B3,2019-05-09
cluster_206,South_America,2019-05-14,2019.367123,1,2019-05-14,2019-05-14,PP_003KC70.1/2019-05-15/North_America/450/D8,2019-05-15
cluster_207,Asia,2019-05-14,2019.367123,1,2019-05-14,2019-05-14,PP_003KE52.1/2019-05-15/North_America/450/D8,2019-05-15
cluster_208,Asia,2019-05-23,2019.391781,1,2019-05-23,2019-05-23,PP_003PVU0.1/2019-05-24/North_America/15678/D8,2019-05-24
cluster_209,Oceania,2019-06-15,2019.454795,1,2019-06-15,2019-06-15,PP_003PX0M.1/2019-06-16/North_America/15678/D8,2019-06-16
cluster_210,Europe,2019-06-19,2019.464501,1,2020-01-15,2020-01-15,PP_003L9RY.1/2020-01-15/North_America/450/B3,2020-01-15
cluster_211,Europe,2019-06-28,2019.490411,1,2019-06-28,2019-06-28,PP_003LCQX.1/2019-06-29/North_America/450/D8,2019-06-29
cluster_212,Europe,2019-09-10,2019.692491,11,2020-02-14,2021-10-24,PP_003L9US.1/2020-02-15/North_America/450/B3;PP_003ND07.1/2021-09-15/North_America/450/B3;PP_003NGEA.1/2021-09-15/North_America/450/B3;PP_003P8H9.1/2021-09-17/North_America/15872/B3;PP_003P9RS.1/2021-09-17/North_America/450/B3;PP_003P87W.1/2021-09-19/North_America/15873/B3;PP_003P9TN.1/2021-09-22/North_America/450/B3;PP_003P99R.1/2021-09-27/North_America/15881/B3;PP_003P9K4.1/2021-09-30/North_America/15872/B3;PP_003PAUK.1/2021-10-25/North_America/450/B3;PP_003PAYB.1/2021-10-25/North_America/450/B3,2020-02-15;2021-09-15;2021-09-15;2021-09-17;2021-09-17;2021-09-19;2021-09-22;2021-09-27;2021-09-30;2021-10-25;2021-10-25
cluster_213,Europe,2019-09-16,2019.707379,52,2021-03-15,2024-02-05,PP_003N2YM.1/2021-03-15/North_America/450/B3;PP_003P8VK.1/2021-09-04/North_America/15873/B3;PP_003P8DJ.1/2021-09-08/North_America/15878/B3;PP_003NB6X.1/2021-09-15/North_America/450/B3;PP_003NCYB.1/2021-09-15/North_America/450/B3;PP_003NCZ9.1/2021-09-15/North_America/450/B3;PP_003ND23.1/2021-09-15/North_America/450/B3;PP_003ND31.1/2021-09-15/North_America/450/B3;PP_003ND5X.1/2021-09-15/North_America/450/B3;PP_003NG04.1/2021-09-15/North_America/450/B3;PP_003NG4W.1/2021-09-15/North_America/450/B3;PP_003NG5U.1/2021-09-15/North_America/450/B3;PP_003NG9L.1/2021-09-15/North_America/450/B3;PP_003NGBG.1/2021-09-15/North_America/450/B3;PP_003NGCE.1/2021-09-15/North_America/450/B3;PP_003NGDC.1/2021-09-15/North_America/450/B3;PP_003NGG6.1/2021-09-15/North_America/450/B3;PP_003NGKZ.1/2021-09-15/North_America/450/B3;PP_003NHCD.1/2021-09-15/North_America/450/B3;PP_003P8XF.1/2021-09-16/North_America/15880/B3;PP_003P89S.1/2021-09-17/North_America/15873/B3;PP_003P8AQ.1/2021-09-17/North_America/15868/B3;PP_003P9VJ.1/2021-09-22/North_America/450/B3;PP_003P9WG.1/2021-09-22/North_America/450/B3;PP_003P9YC.1/2021-09-22/North_America/450/B3;PP_003P9ZA.1/2021-09-22/North_America/450/B3;PP_003P925.1/2021-09-25/North_America/15850/B3;PP_003P9CK.1/2021-09-29/North_America/15881/B3;PP_003P9EF.1/2021-09-30/North_America/15869/B3;PP_003P8K5.1/2021-10-01/North_America/15882/B3;PP_003NHBF.1/2021-10-15/North_America/450/B3;PP_003PANX.1/2021-10-25/North_America/450/B3;PP_003PAQT.1/2021-10-25/North_America/450/B3;PP_003PASP.1/2021-10-25/North_America/450/B3;PP_003PATM.1/2021-10-25/North_America/450/B3;PP_003PAWF.1/2021-10-25/North_America/450/B3;PP_003Q9RQ.1/2022-06-10/North_America/450/B3;PP_003Q9MY.1/2022-08-14/North_America/450/B3;PP_003Q9UJ.1/2022-08-21/North_America/450/B3;PP_003Q9XC.1/2022-08-29/North_America/450/B3;PP_003QA14.1/2022-09-17/North_America/450/B3;PP_003Q9YA.1/2022-09-23/North_America/450/B3;PP_003QA7S.1/2022-10-08/North_America/450/B3;PP_003QAFA.1/2022-11-09/North_America/450/B3;PP_003QAMX.1/2022-11-10/North_America/450/B3;PP_003QASM.1/2022-11-17/North_America/450/B3;PP_003QBLY.1/2022-11-27/North_America/450/B3;PP_003QCF8.1/2022-12-28/North_America/450/B3;PP_003QCG6.1/2023-05-18/North_America/450/B3;PP_003QCJ1.1/2023-05-31/North_America/450/B3;PP_003QCKZ.1/2023-06-08/North_America/450/B3;PP_003R0CQ.1/2024-02-06/North_America/450/B3,2021-03-15;2021-09-04;2021-09-08;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-15;2021-09-16;2021-09-17;2021-09-17;2021-09-22;2021-09-22;2021-09-22;2021-09-22;2021-09-25;2021-09-29;2021-09-30;2021-10-01;2021-10-15;2021-10-25;2021-10-25;2021-10-25;2021-10-25;2021-10-25;2022-06-10;2022-08-14;2022-08-21;2022-08-29;2022-09-17;2022-09-23;2022-10-08;2022-11-09;2022-11-10;2022-11-17;2022-11-27;2022-12-28;2023-05-18;2023-05-31;2023-06-08;2024-02-06
cluster_214,Europe,2019-09-30,2019.745205,1,2019-09-30,2019-09-30,PP_003LDPY.1/2019-09-30/North_America/450/B3,2019-09-30
cluster_215,Oceania,2019-10-14,2019.786301,1,2019-10-14,2019-10-14,PP_003KQQM.1/2019-10-15/North_America/450/B3,2019-10-15
cluster_216,Oceania,2019-11-09,2019.854795,1,2019-11-09,2019-11-09,PP_003PVFT.1/2019-11-09/North_America/15678/B3,2019-11-09
cluster_217,Africa,2019-11-24,2019.897448,1,2025-02-10,2025-02-10,PP_003RAKZ.1/2025-02-10/North_America/15678/A,2025-02-10
cluster_218,Oceania,2019-12-15,2019.953425,1,2019-12-15,2019-12-15,PP_003L12K.1/2019-12-15/North_America/450/B3,2019-12-15
cluster_219,Oceania,2019-12-15,2019.953425,1,2019-12-15,2019-12-15,PP_003L9ZG.1/2019-12-15/North_America/450/B3,2019-12-15
cluster_220,Oceania,2020-02-03,2020.090164,1,2020-02-03,2020-02-03,PP_003PWT1.1/2020-02-03/North_America/15678/D8,2020-02-03
cluster_221,South_America,2020-07-08,2020.518827,122,2023-12-18,2025-10-31,PP_003QD4V.1/2023-12-18/North_America/450/D8;PP_003QD5T.1/2023-12-20/North_America/450/D8;PP_003R1DM.1/2024-02-17/North_America/450/D8;PP_003QY0J.1/2024-02-29/North_America/450/D8;PP_003QXWS.1/2024-04-03/North_America/450/D8;PP_003R17Z.1/2024-07-06/North_America/450/D8;PP_003QXVU.1/2024-07-09/North_America/450/D8;PP_003QZVS.1/2024-07-11/North_America/450/D8;PP_003QV85.1/2024-07-29/North_America/450/D8;PP_003QVGP.1/2024-07-29/North_America/450/D8;PP_003R09W.1/2024-07-29/North_America/450/D8;PP_003QZWQ.1/2024-10-07/North_America/450/D8;PP_003QZXN.1/2024-10-15/North_America/450/D8;PP_003QUXT.1/2024-11-24/North_America/450/D8;PP_003R3L4.1/2025-01-27/North_America/450/D8;PP_003R1RW.1/2025-01-28/North_America/450/D8;PP_003R3M2.1/2025-01-30/North_America/450/D8;PP_003R3WJ.1/2025-02-01/North_America/450/D8;PP_003R3XG.1/2025-02-01/North_America/450/D8;PP_003R3PY.1/2025-02-03/North_America/450/D8;PP_003R3VL.1/2025-02-03/North_America/450/D8;PP_003R3SS.1/2025-02-04/North_America/450/D8;PP_003R3UN.1/2025-02-04/North_America/450/D8;PP_003R3YE.1/2025-02-06/North_America/450/D8;PP_003R40A.1/2025-02-07/North_America/450/D8;PP_003R252.1/2025-02-09/North_America/450/D8;PP_003R4BN.1/2025-02-10/North_America/450/D8;PP_003R244.1/2025-02-11/North_America/450/D8;PP_003R434.1/2025-02-11/North_America/450/D8;PP_003R4DJ.1/2025-02-11/North_America/450/D8;PP_003R4EG.1/2025-02-11/North_America/450/D8;PP_003R4FE.1/2025-02-11/North_America/450/D8;PP_003R3TQ.1/2025-02-12/North_America/450/D8;PP_003R4H9.1/2025-02-12/North_America/450/D8;PP_003R48U.1/2025-02-15/North_America/450/D8;PP_003R49S.1/2025-02-15/North_America/450/D8;PP_003R228.1/2025-02-16/North_America/450/D8;PP_003R4K5.1/2025-02-16/North_America/450/D8;PP_003R5DH.1/2025-02-16/North_America/450/D8;PP_003R5EF.1/2025-02-16/North_America/450/D8;PP_003R4WH.1/2025-02-17/North_America/450/D8;PP_003R57V.1/2025-02-17/North_America/450/D8;PP_003R4L3.1/2025-02-18/North_America/450/D8;PP_003R4NZ.1/2025-02-18/North_America/450/D8;PP_003R4YD.1/2025-02-18/North_America/450/D8;PP_003R5GB.1/2025-02-18/North_America/450/D8;PP_003R4SR.1/2025-02-19/North_America/450/D8;PP_003R4ZB.1/2025-02-19/North_America/450/D8;PP_003R517.1/2025-02-19/North_America/450/D8;PP_003R4M1.1/2025-02-20/North_America/450/D8;PP_003R509.1/2025-02-20/North_America/450/D8;PP_003R533.1/2025-02-20/North_America/450/D8;PP_003R56X.1/2025-02-20/North_America/450/D8;PP_003R59R.1/2025-02-20/North_America/450/D8;PP_003R5AP.1/2025-02-21/North_America/450/D8;PP_003R4XF.1/2025-02-22/North_America/450/D8;PP_003R4AQ.1/2025-02-24/North_America/450/D8;PP_003R5QU.1/2025-02-27/North_America/450/D8;PP_003R5RS.1/2025-02-27/North_America/450/D8;PP_003R5NY.1/2025-02-28/North_America/450/D8;PP_003R5PW.1/2025-02-28/North_America/450/D8;PP_003R5TN.1/2025-02-28/North_America/450/D8;PP_003R27Y.1/2025-03-01/North_America/450/D8;PP_003R2K7.1/2025-03-01/North_America/450/D8;PP_003R5SQ.1/2025-03-02/North_America/450/D8;PP_003R5J6.1/2025-03-03/North_America/450/D8;PP_003R260.1/2025-03-04/North_America/450/D8;PP_003R5K4.1/2025-03-04/North_America/450/D8;PP_003R5UL.1/2025-03-04/North_America/450/D8;PP_003R1YG.1/2025-03-05/North_America/450/D8;PP_003R2ZD.1/2025-03-05/North_America/450/D8;PP_003R30B.1/2025-03-05/North_America/450/D8;PP_003R319.1/2025-03-05/North_America/450/D8;PP_003R5L2.1/2025-03-05/North_America/450/D8;PP_003R20C.1/2025-03-06/North_America/450/D8;PP_003R2M3.1/2025-03-06/North_America/450/D8;PP_003R39T.1/2025-03-10/North_America/450/D8;PP_003R3BP.1/2025-03-10/North_America/450/D8;PP_003R3CM.1/2025-03-12/North_America/450/D8;PP_003R3FF.1/2025-03-12/North_America/450/D8;PP_003R2UP.1/2025-03-14/North_America/450/D8;PP_003R36Z.1/2025-03-15/North_America/450/D8;PP_003R38V.1/2025-03-17/North_America/450/D8;PP_003R3J8.1/2025-03-17/North_America/450/D8;PP_003R2GE.1/2025-03-20/North_America/450/D8;PP_003R2DL.1/2025-03-21/North_America/450/D8;PP_003R640.1/2025-04-08/North_America/450/D8;PP_003R65Y.1/2025-04-09/North_America/450/D8;PP_003RARM.2/2025-06-01/North_America/15471/D8;PP_003WP0F.2/2025-08-01/North_America/15771/D8;PP_003WP55.2/2025-08-01/North_America/15832/D8;PP_0049CD8.2/2025-08-01/North_America/15471/D8;PP_0049CBC.2/2025-09-01/North_America/15471/D8;PP_0049CHZ.2/2025-09-01/North_America/15792/D8;PP_0049CJX.2/2025-09-01/North_America/15471/D8;PP_0049CKV.2/2025-09-01/North_America/15771/D8;PP_0049CLT.2/2025-09-01/North_America/15761/D8;PP_0049MDZ.2/2025-09-01/North_America/15471/D8;PP_004A5F9.2/2025-09-01/North_America/15471/D8;PP_004A5H4.2/2025-09-01/North_America/15775/D8;PP_004A5K0.2/2025-09-01/North_America/15771/D8;PP_004C7MQ.1/2025-10-01/North_America/15761/D8;PP_004C7NN.1/2025-10-01/North_America/15772/D8;PP_004C7QJ.1/2025-10-01/North_America/15471/D8;PP_004C7SE.1/2025-10-01/North_America/15471/D8;PP_004C7TC.1/2025-10-01/North_America/15761/D8;PP_004C7UA.1/2025-10-01/North_America/15768/D8;PP_004C7V8.1/2025-10-01/North_America/15771/D8;PP_004C7W6.1/2025-10-01/North_America/15824/D8;PP_004CYNX.1/2025-10-01/North_America/15471/D8;PP_004CYPV.1/2025-10-01/North_America/15471/D8;PP_004CYRR.1/2025-10-01/North_America/15769/D8;PP_004D4D8.1/2025-10-01/North_America/15471/D8;PP_004D4E6.1/2025-10-01/North_America/15771/D8;PP_004D4G2.1/2025-10-01/North_America/15771/D8;PP_004D7AB.1/2025-10-01/North_America/15769/D8;PP_004D7B9.1/2025-10-01/North_America/15822/D8;PP_004D7C7.1/2025-10-01/North_America/15771/D8;PP_004D7JU.1/2025-10-01/North_America/15832/D8;PP_004C6JX.1/2025-10-06/North_America/15894/D8;PP_004D7F1.1/2025-11-01/North_America/15832/D8;PP_004D7GZ.1/2025-11-01/North_America/15832/D8,2023-12-18;2023-12-20;2024-02-17;2024-02-29;2024-04-03;2024-07-06;2024-07-09;2024-07-11;2024-07-29;2024-07-29;2024-07-29;2024-10-07;2024-10-15;2024-11-24;2025-01-27;2025-01-28;2025-01-30;2025-02-01;2025-02-01;2025-02-03;2025-02-03;2025-02-04;2025-02-04;2025-02-06;2025-02-07;2025-02-09;2025-02-10;2025-02-11;2025-02-11;2025-02-11;2025-02-11;2025-02-11;2025-02-12;2025-02-12;2025-02-15;2025-02-15;2025-02-16;2025-02-16;2025-02-16;2025-02-16;2025-02-17;2025-02-17;2025-02-18;2025-02-18;2025-02-18;2025-02-18;2025-02-19;2025-02-19;2025-02-19;2025-02-20;2025-02-20;2025-02-20;2025-02-20;2025-02-20;2025-02-21;2025-02-22;2025-02-24;2025-02-27;2025-02-27;2025-02-28;2025-02-28;2025-02-28;2025-03-01;2025-03-01;2025-03-02;2025-03-03;2025-03-04;2025-03-04;2025-03-04;2025-03-05;2025-03-05;2025-03-05;2025-03-05;2025-03-05;2025-03-06;2025-03-06;2025-03-10;2025-03-10;2025-03-12;2025-03-12;2025-03-14;2025-03-15;2025-03-17;2025-03-17;2025-03-20;2025-03-21;2025-04-08;2025-04-09;2025-06-01;2025-08-01;2025-08-01;2025-08-01;2025-09-01;2025-09-01;2025-09-01;2025-09-01;2025-09-01;2025-09-01;2025-09-01;2025-09-01;2025-09-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-01;2025-10-06;2025-11-01;2025-11-01
cluster_222,Asia,2020-07-20,2020.550802,17,2021-09-08,2025-03-17,PP_003P9H8.1/2021-09-08/North_America/450/B3;PP_003NFZ6.1/2021-09-15/North_America/450/B3;PP_003NHG5.1/2021-09-15/North_America/450/B3;PP_003P8J7.1/2021-09-18/North_America/15870/B3;PP_003P9SQ.1/2021-09-22/North_America/450/B3;PP_003P8QV.1/2021-10-04/North_America/15881/B3;PP_003P8M1.1/2021-10-12/North_America/15867/B3;PP_003QGX5.1/2022-03-12/North_America/450/B3;PP_003QH6M.1/2023-10-02/North_America/450/B3;PP_003QVT0.1/2024-01-14/North_America/450/B3;PP_003QXUW.1/2024-01-31/North_America/450/B3;PP_003R137.1/2024-09-19/North_America/450/B3;PP_003QVA1.1/2024-12-03/North_America/450/B3;PP_003R1K8.1/2025-02-11/North_America/450/B3;PP_003R1TS.1/2025-02-21/North_America/450/B3;PP_003R2HB.1/2025-02-26/North_America/450/B3;PP_003R1JA.1/2025-03-18/North_America/450/B3,2021-09-08;2021-09-15;2021-09-15;2021-09-18;2021-09-22;2021-10-04;2021-10-12;2022-03-12;2023-10-02;2024-01-14;2024-01-31;2024-09-19;2024-12-03;2025-02-11;2025-02-21;2025-02-26;2025-03-18
cluster_223,Europe,2021-04-14,2021.284932,1,2021-04-14,2021-04-14,PP_003N2ZK.1/2021-04-15/North_America/450/B3,2021-04-15
cluster_224,Europe,2021-04-16,2021.290244,5,2021-09-15,2021-10-24,PP_003NFVE.1/2021-09-15/North_America/450/B3;PP_003NFWC.1/2021-09-15/North_America/450/B3;PP_003P9L2.1/2021-09-29/North_America/15874/B3;PP_003P9GB.1/2021-10-02/North_America/15873/B3;PP_003PARR.1/2021-10-25/North_America/450/B3,2021-09-15;2021-09-15;2021-09-29;2021-10-02;2021-10-25
cluster_225,Europe,2021-07-05,2021.509091,5,2024-02-05,2025-03-06,PP_003QZQ2.1/2024-02-05/North_America/450/B3;PP_003QY3C.1/2024-05-14/North_America/450/B3;PP_003QZN6.1/2024-11-22/North_America/450/B3;PP_003R1N2.1/2025-02-28/North_America/450/B3;PP_003R1HC.1/2025-03-07/North_America/450/B3,2024-02-05;2024-05-14;2024-11-22;2025-02-28;2025-03-07
cluster_226,Asia,2022-02-04,2022.093151,1,2022-02-04,2022-02-04,PP_003QC9L.1/2022-02-04/North_America/450/B3,2022-02-04
cluster_227,Oceania,2022-12-10,2022.940659,1,2023-03-22,2023-03-22,PP_003QCSK.1/2023-03-22/North_America/450/D8,2023-03-22
cluster_228,Asia,2022-12-17,2022.959971,2,2023-01-19,2023-04-19,PP_003QCPR.1/2023-01-20/North_America/450/D8;PP_003QH3T.1/2023-04-20/North_America/450/D8,2023-01-20;2023-04-20
cluster_229,Europe,2023-01-10,2023.026286,16,2023-12-22,2025-03-05,PP_003QHAD.1/2023-12-23/North_America/450/B3;PP_003R0HD.1/2024-02-01/North_America/450/B3;PP_003QZSY.1/2024-02-17/North_America/450/B3;PP_003QV1K.1/2024-02-18/North_America/450/B3;PP_003QVET.1/2024-03-05/North_America/450/B3;PP_003R0FJ.1/2024-03-13/North_America/450/B3;PP_003R00E.1/2024-03-22/North_America/450/B3;PP_003R054.1/2024-05-24/North_America/450/B3;PP_003QZTW.1/2024-06-03/North_America/450/B3;PP_003QUHM.1/2024-06-17/North_America/450/B3;PP_003R0P1.1/2024-07-19/North_America/450/B3;PP_003R0SV.1/2024-07-22/North_America/450/B3;PP_003R0RX.1/2024-07-23/North_America/450/B3;PP_003R0XK.1/2024-08-07/North_America/450/B3;PP_003R0YH.1/2024-08-16/North_America/450/B3;PP_003R29U.1/2025-03-06/North_America/450/B3,2023-12-23;2024-02-01;2024-02-17;2024-02-18;2024-03-05;2024-03-13;2024-03-22;2024-05-24;2024-06-03;2024-06-17;2024-07-19;2024-07-22;2024-07-23;2024-08-07;2024-08-16;2025-03-06
cluster_230,Europe,2023-01-18,2023.048174,1,2023-09-16,2023-09-16,PP_003QCVD.1/2023-09-17/North_America/450/D8,2023-09-17
cluster_231,Europe,2023-02-09,2023.109467,3,2023-12-27,2024-02-23,PP_003QD03.1/2023-12-28/North_America/450/D8;PP_003QVQ6.1/2024-02-21/North_America/450/D8;PP_003QVR4.1/2024-02-23/North_America/450/D8,2023-12-28;2024-02-21;2024-02-23
cluster_232,Europe,2023-02-15,2023.123288,1,2023-02-15,2023-02-15,PP_003QH1X.1/2023-02-15/North_America/450/D8,2023-02-15
cluster_233,Asia,2023-02-25,2023.150715,2,2023-04-06,2023-04-11,PP_003QCX9.1/2023-04-06/North_America/450/D8;PP_003QH2V.1/2023-04-11/North_America/450/D8,2023-04-06;2023-04-11
cluster_234,Europe,2023-03-07,2023.178884,4,2024-01-03,2024-03-03,PP_003QD11.1/2024-01-04/North_America/450/D8;PP_003R18X.1/2024-01-28/North_America/450/D8;PP_003QVBZ.1/2024-01-30/North_America/450/D8;PP_003QXP6.1/2024-03-03/North_America/450/D8,2024-01-04;2024-01-28;2024-01-30;2024-03-03
cluster_235,Europe,2023-04-14,2023.282192,1,2023-04-14,2023-04-14,PP_003QCTH.1/2023-04-14/North_America/450/D8,2023-04-14
