cluster_id,source_continent,cluster_root_date,cluster_root_absolute_time,cluster_size,first_tip_date,last_tip_date,tip_names,tip_dates
cluster_086,Europe,2013-07-07,2013.514488,23,2014-01-14,2015-02-15,PP_003C87K.1/2014-01-15/North_America/450/B3;PP_003C8AD.1/2014-02-15/North_America/450/B3;PP_003CBSB.1/2014-02-15/North_America/450/B3;PP_003CD7E.1/2014-02-15/North_America/450/B3;PP_003CD8C.1/2014-02-15/North_America/450/B3;PP_003CDC4.1/2014-02-15/North_America/450/B3;PP_003CED1.1/2014-02-15/North_America/450/B3;PP_003CL77.1/2014-03-15/North_America/450/B3;PP_003CLGP.1/2014-03-15/North_America/450/B3;PP_003CTBS.1/2014-03-15/North_America/450/B3;PP_003CTDN.1/2014-03-15/North_America/450/B3;PP_003CNFP.1/2014-04-15/North_America/450/B3;PP_003CUSU.1/2014-04-15/North_America/450/B3;PP_003D3Y5.1/2014-05-15/North_America/450/B3;PP_003D23X.1/2014-06-15/North_America/450/B3;PP_003D46P.1/2014-06-15/North_America/450/B3;PP_003DBW1.1/2014-11-15/North_America/450/B3;PP_003DBZV.1/2014-12-15/North_America/450/B3;PP_003DLXQ.1/2015-01-15/North_America/450/B3;PP_003DKN9.1/2015-02-15/North_America/450/B3;PP_003DKZM.1/2015-02-15/North_America/450/B3;PP_003DLDT.1/2015-02-15/North_America/450/B3;PP_003DLVU.1/2015-02-15/North_America/450/B3,2014-01-15;2014-02-15;2014-02-15;2014-02-15;2014-02-15;2014-02-15;2014-02-15;2014-03-15;2014-03-15;2014-03-15;2014-03-15;2014-04-15;2014-04-15;2014-05-15;2014-06-15;2014-06-15;2014-11-15;2014-12-15;2015-01-15;2015-02-15;2015-02-15;2015-02-15;2015-02-15
cluster_087,Asia,2013-07-14,2013.534247,1,2013-07-14,2013-07-14,PP_003BK4G.1/2013-07-15/North_America/450/H1,2013-07-15
cluster_088,Europe,2013-07-14,2013.534247,1,2013-07-14,2013-07-14,PP_003BKB2.1/2013-07-15/North_America/456/D8,2013-07-15
cluster_089,Asia,2013-07-14,2013.534247,1,2013-07-14,2013-07-14,PP_003BNZN.1/2013-07-15/North_America/450/B3,2013-07-15
cluster_090,Oceania,2013-08-04,2013.590256,1,2013-11-15,2013-11-15,PP_003BVFJ.1/2013-11-15/North_America/450/B3,2013-11-15
cluster_091,Asia,2013-08-15,2013.619178,1,2013-08-15,2013-08-15,PP_003BL1M.1/2013-08-15/North_America/450/H1,2013-08-15
cluster_092,Asia,2013-08-15,2013.619178,1,2013-08-15,2013-08-15,PP_003BL3H.1/2013-08-15/North_America/450/H1,2013-08-15
cluster_093,Oceania,2013-09-10,2013.691673,1,2014-05-14,2014-05-14,PP_003D5F4.1/2014-05-15/North_America/450/D8,2014-05-15
cluster_094,Oceania,2013-09-30,2013.745956,7,2014-02-15,2014-07-14,PP_003CBW3.1/2014-02-15/North_America/450/B3;PP_003CDA8.1/2014-02-15/North_America/450/B3;PP_003CNDT.1/2014-03-15/North_America/450/B3;PP_003CTAU.1/2014-03-15/North_America/450/B3;PP_003CTL7.1/2014-03-15/North_America/450/B3;PP_003D3QM.1/2014-05-15/North_America/450/B3;PP_003DBT7.1/2014-07-15/North_America/450/B3,2014-02-15;2014-02-15;2014-03-15;2014-03-15;2014-03-15;2014-05-15;2014-07-15
cluster_095,Oceania,2013-10-31,2013.830709,2,2013-12-21,2014-06-15,PP_003C45T.1/2013-12-22/North_America/456/B3;PP_003D4D9.1/2014-06-15/North_America/450/B3,2013-12-22;2014-06-15
cluster_096,Oceania,2013-11-19,2013.882385,13,2014-04-14,2014-07-14,PP_003CNGM.1/2014-04-15/North_America/450/D9;PP_003CNKE.1/2014-04-15/North_America/450/D9;PP_003CUTS.1/2014-04-15/North_America/450/D9;PP_003CUXJ.1/2014-04-15/North_America/450/D9;PP_003CV0C.1/2014-04-15/North_America/450/D9;PP_003CV28.1/2014-04-15/North_America/450/D9;PP_003CV44.1/2014-05-15/North_America/450/D9;PP_003CV60.1/2014-05-15/North_America/450/D9;PP_003D3RK.1/2014-05-15/North_America/450/D9;PP_003D401.1/2014-05-15/North_America/450/D9;PP_003D44T.1/2014-05-15/North_America/450/D9;PP_003D47M.1/2014-06-15/North_America/450/D9;PP_003DBV3.1/2014-07-15/North_America/450/D9,2014-04-15;2014-04-15;2014-04-15;2014-04-15;2014-04-15;2014-04-15;2014-05-15;2014-05-15;2014-05-15;2014-05-15;2014-05-15;2014-06-15;2014-07-15
cluster_097,Oceania,2013-12-07,2013.9336,3,2014-01-14,2015-03-15,PP_003C4LW.1/2014-01-15/North_America/456/B3;PP_003C88H.1/2014-01-15/North_America/450/B3;PP_003DKYP.1/2015-03-15/North_America/450/B3,2014-01-15;2014-01-15;2015-03-15
cluster_098,Europe,2013-12-29,2013.991818,4,2014-03-15,2014-04-14,PP_003CUP0.1/2014-03-15/North_America/450/D8;PP_003CUJA.1/2014-04-15/North_America/450/D8;PP_003CUL6.1/2014-04-15/North_America/450/D8;PP_003CUM4.1/2014-04-15/North_America/450/D8,2014-03-15;2014-04-15;2014-04-15;2014-04-15
cluster_099,Asia,2014-01-05,2014.011062,1,2014-04-14,2014-04-14,PP_003D203.1/2014-04-15/North_America/450/D8,2014-04-15
cluster_100,Oceania,2014-02-11,2014.11275,12,2014-06-15,2016-05-14,PP_003D22Z.1/2014-06-15/North_America/450/B3;PP_003DBQD.1/2014-07-15/North_America/450/B3;PP_003DBNH.1/2014-09-15/North_America/450/B3;PP_003DLZL.1/2014-12-15/North_America/450/B3;PP_003DJBZ.1/2015-01-15/North_America/450/B3;PP_003DJET.1/2015-01-15/North_America/450/B3;PP_003DJMC.1/2015-01-15/North_America/450/B3;PP_003DJNA.1/2015-01-15/North_America/450/B3;PP_003E3SF.1/2015-01-15/North_America/450/B3;PP_003DLWS.1/2015-02-15/North_America/450/B3;PP_003DYWE.1/2015-02-15/North_America/450/B3;PP_003EML9.1/2016-05-15/North_America/450/B3,2014-06-15;2014-07-15;2014-09-15;2014-12-15;2015-01-15;2015-01-15;2015-01-15;2015-01-15;2015-01-15;2015-02-15;2015-02-15;2016-05-15
cluster_101,Europe,2014-02-15,2014.123288,1,2014-02-15,2014-02-15,PP_003C7Z1.1/2014-02-15/North_America/450/B3,2014-02-15
cluster_102,Oceania,2014-02-15,2014.123288,1,2014-02-15,2014-02-15,PP_003CC2R.1/2014-02-15/North_America/450/B3,2014-02-15
cluster_103,Europe,2014-02-15,2014.123288,1,2014-02-15,2014-02-15,PP_003CE99.1/2014-02-15/North_America/450/D8,2014-02-15
cluster_104,Asia,2014-02-15,2014.123288,1,2014-02-15,2014-02-15,PP_003CL3F.1/2014-02-15/North_America/450/B3,2014-02-15
cluster_105,Oceania,2014-02-15,2014.123288,1,2014-02-15,2014-02-15,PP_003CNCV.1/2014-02-15/North_America/450/B3,2014-02-15
cluster_106,Asia,2014-02-17,2014.130824,3,2014-04-14,2014-05-14,PP_003CNHJ.1/2014-04-15/North_America/450/D9;PP_003CV52.1/2014-04-15/North_America/450/D9;PP_003CVN1.1/2014-05-15/North_America/450/D9,2014-04-15;2014-04-15;2014-05-15
cluster_107,Oceania,2014-03-15,2014.2,1,2014-03-15,2014-03-15,PP_003CLET.1/2014-03-15/North_America/450/B3,2014-03-15
cluster_108,Europe,2014-03-15,2014.2,1,2014-03-15,2014-03-15,PP_003CTCQ.1/2014-03-15/North_America/450/D8,2014-03-15
cluster_109,Asia,2014-03-15,2014.2,1,2014-03-15,2014-03-15,PP_003F4JU.1/2014-03-15/North_America/450/B3,2014-03-15
cluster_110,Asia,2014-04-01,2014.248601,2,2014-04-14,2014-06-15,PP_003CVPZ.1/2014-04-15/North_America/450/D9;PP_003D3W9.1/2014-06-15/North_America/450/D9,2014-04-15;2014-06-15
cluster_111,Oceania,2014-04-14,2014.284932,1,2014-04-14,2014-04-14,PP_003CTGG.1/2014-04-15/North_America/450/D8,2014-04-15
cluster_112,Oceania,2014-04-14,2014.284932,1,2014-04-14,2014-04-14,PP_003CTHD.1/2014-04-15/North_America/450/B3,2014-04-15
cluster_113,Europe,2014-04-14,2014.284932,1,2014-04-14,2014-04-14,PP_003CTJB.1/2014-04-15/North_America/450/B3,2014-04-15
cluster_114,Oceania,2014-04-14,2014.284932,1,2014-04-14,2014-04-14,PP_003CVTR.1/2014-04-15/North_America/450/D9,2014-04-15
cluster_115,Europe,2014-05-14,2014.367123,1,2014-05-14,2014-05-14,PP_003F4MN.1/2014-05-15/North_America/450/H1,2014-05-15
cluster_116,Asia,2014-07-14,2014.534247,1,2014-07-14,2014-07-14,PP_003D4CB.1/2014-07-15/North_America/450/B3,2014-07-15
cluster_117,Asia,2014-07-14,2014.534247,1,2014-07-14,2014-07-14,PP_003F4NL.1/2014-07-15/North_America/450/D8,2014-07-15
cluster_118,Oceania,2014-09-11,2014.694725,4,2015-01-14,2015-02-15,PP_003DGA3.1/2015-01-15/North_America/570/D9;PP_003DGCZ.1/2015-01-15/North_America/570/D9;PP_003DJQ6.1/2015-02-15/North_America/450/D9;PP_003LFFD.1/2015-02-15/North_America/450/D9,2015-01-15;2015-01-15;2015-02-15;2015-02-15
cluster_119,Oceania,2014-09-25,2014.731888,2,2014-10-14,2014-11-15,PP_003DBKP.1/2014-10-15/North_America/450/D8;PP_003DBYX.1/2014-11-15/North_America/450/D8,2014-10-15;2014-11-15
cluster_120,Oceania,2014-10-14,2014.786301,1,2014-10-14,2014-10-14,PP_003DBJR.1/2014-10-15/North_America/450/B3,2014-10-15
cluster_121,Asia,2014-10-24,2014.811139,1,2014-12-15,2014-12-15,PP_003DG3H.1/2014-12-15/North_America/450/D8,2014-12-15
cluster_122,Oceania,2014-11-09,2014.855374,3,2015-01-14,2015-02-15,PP_003DXRR.1/2015-01-15/North_America/450/B3;PP_003DKMB.1/2015-02-15/North_America/450/B3;PP_003DLUW.1/2015-02-15/North_America/450/B3,2015-01-15;2015-02-15;2015-02-15
cluster_123,Asia,2014-12-31,2014.999536,1,2015-01-14,2015-01-14,PP_003DLKE.1/2015-01-15/North_America/450/D8,2015-01-15
cluster_124,Europe,2015-01-07,2015.018332,1,2015-03-15,2015-03-15,PP_003E3TD.1/2015-03-15/North_America/450/D9,2015-03-15
cluster_125,Africa,2015-01-14,2015.038356,1,2015-01-14,2015-01-14,PP_003DLP6.1/2015-01-15/North_America/450/B3,2015-01-15
cluster_126,Africa,2015-02-15,2015.123288,1,2015-02-15,2015-02-15,PP_003DLFP.1/2015-02-15/North_America/450/B3,2015-02-15
cluster_127,Africa,2015-02-15,2015.123288,1,2015-02-15,2015-02-15,PP_003DLN8.1/2015-02-15/North_America/450/B3,2015-02-15
cluster_128,Africa,2015-02-15,2015.123288,1,2015-02-15,2015-02-15,PP_003DM1G.1/2015-02-15/North_America/450/B3,2015-02-15
cluster_129,Asia,2015-03-03,2015.16936,1,2015-04-14,2015-04-14,PP_003DW25.1/2015-04-15/North_America/450/D8,2015-04-15
cluster_130,Europe,2015-03-04,2015.169996,3,2015-04-14,2015-07-14,PP_003E3RH.1/2015-04-15/North_America/450/D8;PP_003E4C9.1/2015-07-15/North_America/450/D8;PP_003E50Y.1/2015-07-15/North_America/450/D8,2015-04-15;2015-07-15;2015-07-15
cluster_131,Asia,2015-03-10,2015.186701,2,2015-04-14,2015-06-15,PP_003DYUJ.1/2015-04-15/North_America/450/H1;PP_003F4HW.1/2015-06-15/North_America/450/H1,2015-04-15;2015-06-15
cluster_132,Asia,2015-04-14,2015.284932,1,2015-04-14,2015-04-14,PP_003DW17.1/2015-04-15/North_America/450/D8,2015-04-15
cluster_133,Asia,2015-05-14,2015.367123,1,2015-05-14,2015-05-14,PP_003DW41.1/2015-05-15/North_America/450/H1,2015-05-15
cluster_134,Europe,2015-07-14,2015.534247,1,2015-07-14,2015-07-14,PP_003E3V9.1/2015-07-15/North_America/450/B3,2015-07-15
cluster_135,Europe,2015-09-16,2015.707767,1,2016-01-15,2016-01-15,PP_003EHGN.1/2016-01-15/North_America/450/B3,2016-01-15
cluster_136,Asia,2016-01-15,2016.038251,1,2016-01-15,2016-01-15,PP_003EHFQ.1/2016-01-15/North_America/450/D8,2016-01-15
cluster_137,Oceania,2016-02-02,2016.088195,8,2016-12-15,2017-01-14,PP_003FC6B.1/2016-12-15/North_America/450/D8;PP_003FC79.1/2016-12-15/North_America/450/D8;PP_003FC87.1/2016-12-15/North_America/450/D8;PP_003FDEU.1/2016-12-15/North_America/450/D8;PP_003FFGN.1/2016-12-15/North_America/450/D8;PP_003FDJK.1/2017-01-15/North_America/450/D8;PP_003FGTY.1/2017-01-15/North_America/450/D8;PP_003GQPW.1/2017-01-15/North_America/450/D8,2016-12-15;2016-12-15;2016-12-15;2016-12-15;2016-12-15;2017-01-15;2017-01-15;2017-01-15
cluster_138,Oceania,2016-03-05,2016.176112,4,2016-05-14,2016-06-15,PP_003EVL1.1/2016-05-15/North_America/450/D8;PP_003EWL0.1/2016-06-15/North_America/450/D8;PP_003EX6U.1/2016-06-15/North_America/450/D8;PP_003EYAK.1/2016-06-15/North_America/450/D8,2016-05-15;2016-06-15;2016-06-15;2016-06-15
cluster_139,Asia,2016-03-15,2016.202186,1,2016-03-15,2016-03-15,PP_003ELGK.1/2016-03-15/North_America/450/D8,2016-03-15
cluster_140,Oceania,2016-03-15,2016.202186,1,2016-03-15,2016-03-15,PP_003ELHG.1/2016-03-15/North_America/450/B3,2016-03-15
cluster_141,Oceania,2016-04-08,2016.270156,2,2016-05-14,2016-06-15,PP_003EVMZ.1/2016-05-15/North_America/450/D8;PP_003F0RJ.1/2016-06-15/North_America/450/D8,2016-05-15;2016-06-15
cluster_142,Europe,2016-04-15,2016.286885,1,2016-04-15,2016-04-15,PP_003EMHF.1/2016-04-15/North_America/450/B3,2016-04-15
cluster_143,Asia,2016-04-17,2016.292977,3,2017-04-14,2018-01-14,PP_003KRBD.1/2017-04-15/North_America/450/B3;PP_003KEHB.1/2017-05-15/North_America/450/B3;PP_003H8ZP.1/2018-01-15/North_America/450/B3,2017-04-15;2017-05-15;2018-01-15
cluster_144,Europe,2016-05-07,2016.347291,1,2016-08-14,2016-08-14,PP_003F8KN.1/2016-08-15/North_America/450/D8,2016-08-15
cluster_145,Europe,2016-05-14,2016.368852,1,2016-05-14,2016-05-14,PP_003EVK3.1/2016-05-15/North_America/450/D8,2016-05-15
cluster_146,Oceania,2016-05-16,2016.371774,2,2016-06-15,2016-06-15,PP_003F01Z.1/2016-06-15/North_America/450/D8;PP_003F03V.1/2016-06-15/North_America/450/D8,2016-06-15;2016-06-15
cluster_147,Oceania,2016-05-30,2016.411082,1,2016-07-15,2016-07-15,PP_003F1LT.1/2016-07-15/North_America/450/B3,2016-07-15
cluster_148,Asia,2016-06-15,2016.453552,1,2016-06-15,2016-06-15,PP_003F0QL.1/2016-06-15/North_America/450/D8,2016-06-15
cluster_149,Europe,2016-10-01,2016.750665,8,2017-04-14,2023-10-30,PP_003KEJ9.1/2017-04-15/North_America/450/B3;PP_003KR4T.1/2017-04-15/North_America/450/B3;PP_003KR5R.1/2017-04-15/North_America/450/B3;PP_003GWPQ.1/2017-05-15/North_America/450/B3;PP_003HZJU.1/2018-08-15/North_America/450/B3;PP_003KQG4.1/2019-10-15/North_America/450/B3;PP_003L1A3.1/2019-10-15/North_America/450/B3;PP_003QDAH.1/2023-10-30/North_America/450/B3,2017-04-15;2017-04-15;2017-04-15;2017-05-15;2018-08-15;2019-10-15;2019-10-15;2023-10-30
cluster_150,Oceania,2016-10-15,2016.786885,1,2016-10-15,2016-10-15,PP_003F998.1/2016-10-15/North_America/450/D8,2016-10-15
cluster_151,Oceania,2016-11-01,2016.834226,4,2016-12-15,2017-01-14,PP_003FDFS.1/2016-12-15/North_America/450/D8;PP_003FGS0.1/2017-01-15/North_America/450/D8;PP_003GQM0.1/2017-01-15/North_America/450/D8;PP_003GQNY.1/2017-01-15/North_America/450/D8,2016-12-15;2017-01-15;2017-01-15;2017-01-15
cluster_152,Europe,2016-11-01,2016.834548,2,2017-07-14,2019-02-13,PP_003GTEC.1/2017-07-15/North_America/450/B3;PP_003PUWX.1/2019-02-13/North_America/15678/B3,2017-07-15;2019-02-13
cluster_153,Oceania,2016-11-21,2016.889428,1,2017-01-14,2017-01-14,PP_003FFFQ.1/2017-01-15/North_America/450/D8,2017-01-15
cluster_154,Oceania,2017-02-10,2017.111497,5,2017-03-15,2018-08-15,PP_003GMGE.1/2017-03-15/North_America/450/D8;PP_003HP9P.1/2018-05-15/North_America/450/D8;PP_003HW9G.1/2018-07-15/North_America/450/D8;PP_003HZ1V.1/2018-07-15/North_America/450/D8;PP_003J694.1/2018-08-15/North_America/450/D8,2017-03-15;2018-05-15;2018-07-15;2018-07-15;2018-08-15
cluster_155,Asia,2017-02-15,2017.123288,1,2017-02-15,2017-02-15,PP_003KR2X.1/2017-02-15/North_America/450/H1,2017-02-15
cluster_156,Europe,2017-03-15,2017.2,1,2017-03-15,2017-03-15,PP_003FQFF.1/2017-03-15/North_America/450/B3,2017-03-15
cluster_157,Asia,2017-03-15,2017.2,1,2017-03-15,2017-03-15,PP_003GMFG.1/2017-03-15/North_America/450/D8,2017-03-15
cluster_158,Asia,2017-03-15,2017.2,1,2017-03-15,2017-03-15,PP_003GQL2.1/2017-03-15/North_America/450/D8,2017-03-15
cluster_159,Asia,2017-03-15,2017.200227,3,2017-04-14,2017-04-14,PP_003GMHB.1/2017-04-15/North_America/450/B3;PP_003GMJ9.1/2017-04-15/North_America/450/B3;PP_003KR7M.1/2017-04-15/North_America/450/B3,2017-04-15;2017-04-15;2017-04-15
cluster_160,Europe,2017-03-20,2017.214789,2,2017-04-14,2017-06-15,PP_003KR9H.1/2017-04-15/North_America/450/B3;PP_003GRSP.1/2017-06-15/North_America/450/B3,2017-04-15;2017-06-15
cluster_161,Asia,2017-04-14,2017.284932,1,2017-04-14,2017-04-14,PP_003GR6W.1/2017-04-15/North_America/450/B3,2017-04-15
cluster_162,Africa,2017-04-27,2017.319278,1,2017-07-14,2017-07-14,PP_003GTFA.1/2017-07-15/North_America/450/B3,2017-07-15
cluster_163,Oceania,2017-05-14,2017.367123,1,2017-05-14,2017-05-14,PP_003GR8S.1/2017-05-15/North_America/450/D8,2017-05-15
cluster_164,Asia,2017-07-08,2017.516937,2,2018-01-14,2018-07-14,PP_003H795.1/2018-01-15/North_America/450/D8;PP_003HQAL.1/2018-07-15/North_America/450/D8,2018-01-15;2018-07-15
cluster_165,Asia,2017-07-26,2017.565097,4,2017-08-15,2019-05-01,PP_003GX02.1/2017-08-15/North_America/450/B3;PP_003HJUP.1/2018-03-15/North_America/450/B3;PP_003J02Q.1/2018-07-15/North_America/450/B3;PP_003PV5D.1/2019-05-02/North_America/15678/B3,2017-08-15;2018-03-15;2018-07-15;2019-05-02
cluster_166,Asia,2017-10-16,2017.789222,5,2018-03-15,2019-02-27,PP_003HJTR.1/2018-03-15/North_America/450/B3;PP_003HJVM.1/2018-03-15/North_America/450/B3;PP_003HJWK.1/2018-03-15/North_America/450/B3;PP_003HDEP.1/2018-04-15/North_America/450/B3;PP_003PVA3.1/2019-02-28/North_America/15678/B3,2018-03-15;2018-03-15;2018-03-15;2018-04-15;2019-02-28
cluster_167,Europe,2017-11-07,2017.852041,6,2018-01-14,2020-02-14,PP_003HAYP.1/2018-01-15/North_America/450/B3;PP_003PV87.1/2018-04-22/North_America/15678/B3;PP_003PV6B.1/2018-04-25/North_America/15678/B3;PP_003KEK7.1/2018-06-15/North_America/450/B3;PP_003L9TU.1/2020-01-15/North_America/450/B3;PP_003L9SW.1/2020-02-15/North_America/450/B3,2018-01-15;2018-04-22;2018-04-25;2018-06-15;2020-01-15;2020-02-15
cluster_168,Asia,2018-01-14,2018.038356,1,2018-01-14,2018-01-14,PP_003H81L.1/2018-01-15/North_America/450/D8,2018-01-15
cluster_169,Europe,2018-01-15,2018.040941,4,2018-03-15,2018-08-15,PP_003HL42.1/2018-03-15/North_America/450/D8;PP_003HL50.1/2018-04-15/North_America/450/D8;PP_003HP4Z.1/2018-05-15/North_America/450/D8;PP_003HZ3R.1/2018-08-15/North_America/450/D8,2018-03-15;2018-04-15;2018-05-15;2018-08-15
cluster_170,Oceania,2018-01-16,2018.042281,1,2018-04-14,2018-04-14,PP_003HDDR.1/2018-04-15/North_America/450/B3,2018-04-15
cluster_171,Asia,2018-01-29,2018.077201,14,2018-04-14,2019-10-14,PP_003HK0B.1/2018-04-15/North_America/450/D8;PP_003PWYR.1/2018-06-03/North_America/15678/D8;PP_003HRDD.1/2018-07-15/North_America/450/D8;PP_003J7CX.1/2018-07-15/North_America/450/D8;PP_003HZ2T.1/2018-08-15/North_America/450/D8;PP_003PWDW.1/2018-09-13/North_America/15678/D8;PP_003J7HL.1/2018-10-15/North_America/450/D8;PP_003JB49.1/2018-10-15/North_America/450/D8;PP_003LDCM.1/2019-01-15/North_America/450/D8;PP_003PW86.1/2019-02-14/North_America/15678/D8;PP_003LCDL.1/2019-03-15/North_America/450/D8;PP_003PV95.1/2019-03-27/North_America/15678/D8;PP_003PVME.1/2019-05-10/North_America/15678/D8;PP_003KQPP.1/2019-10-15/North_America/450/D8,2018-04-15;2018-06-03;2018-07-15;2018-07-15;2018-08-15;2018-09-13;2018-10-15;2018-10-15;2019-01-15;2019-02-14;2019-03-15;2019-03-27;2019-05-10;2019-10-15
cluster_172,Asia,2018-01-30,2018.081663,1,2018-05-14,2018-05-14,PP_003HNXD.1/2018-05-15/North_America/450/D8,2018-05-15
cluster_173,Europe,2018-02-15,2018.123288,1,2018-02-15,2018-02-15,PP_003H8VX.1/2018-02-15/North_America/450/B3,2018-02-15
cluster_174,Europe,2018-02-16,2018.128002,1,2018-07-14,2018-07-14,PP_003HW8J.1/2018-07-15/North_America/450/B3,2018-07-15
cluster_175,Oceania,2018-03-13,2018.194981,2,2018-04-14,2018-04-14,PP_003HKZC.1/2018-04-15/North_America/450/D8;PP_003HL6Y.1/2018-04-15/North_America/450/D8,2018-04-15;2018-04-15
cluster_176,Asia,2018-03-29,2018.240193,15,2018-04-14,2019-11-15,PP_003HDAX.1/2018-04-15/North_America/450/D8;PP_003PWXT.1/2018-05-31/North_America/15678/D8;PP_003HZKS.1/2018-07-15/North_America/450/D8;PP_003J7A1.1/2018-07-15/North_America/450/D8;PP_003J7BZ.1/2018-07-15/North_America/450/D8;PP_003HZX2.1/2018-08-15/North_America/450/D8;PP_003JNZ7.1/2019-01-15/North_America/450/D8;PP_003LDJ8.1/2019-03-15/North_America/450/D8;PP_003LCL5.1/2019-04-15/North_America/450/D8;PP_003LC28.1/2019-05-15/North_America/450/D8;PP_003LE26.1/2019-05-15/North_America/450/D8;PP_003KE44.1/2019-06-15/North_America/450/D8;PP_003KECN.1/2019-08-15/North_America/450/D8;PP_003KEEJ.1/2019-08-15/North_America/450/D8;PP_003L1EV.1/2019-11-15/North_America/450/D8,2018-04-15;2018-05-31;2018-07-15;2018-07-15;2018-07-15;2018-08-15;2019-01-15;2019-03-15;2019-04-15;2019-05-15;2019-05-15;2019-06-15;2019-08-15;2019-08-15;2019-11-15
cluster_177,Asia,2018-04-01,2018.248813,8,2018-06-14,2019-07-14,PP_003PVGR.1/2018-06-14/North_America/15678/D8;PP_003PW2J.1/2019-03-08/North_America/15678/D8;PP_003KDVN.1/2019-04-15/North_America/450/D8;PP_003PVQ8.1/2019-04-15/North_America/15678/D8;PP_003QJC8.1/2019-05-26/North_America/15678/D8;PP_003PUVZ.1/2019-06-12/North_America/15678/D8;PP_003KE0C.1/2019-06-15/North_America/450/D8;PP_003J8VV.1/2019-07-15/North_America/450/D8,2018-06-14;2019-03-08;2019-04-15;2019-04-15;2019-05-26;2019-06-12;2019-06-15;2019-07-15
cluster_178,Europe,2018-04-14,2018.284932,1,2018-04-14,2018-04-14,PP_003HDBV.1/2018-04-15/North_America/450/B3,2018-04-15
cluster_179,Europe,2018-05-26,2018.39868,4,2018-11-18,2019-08-15,PP_003PWB0.1/2018-11-19/North_America/15678/B3;PP_003JNY9.1/2019-01-15/North_America/450/B3;PP_003Q7VJ.1/2019-02-18/North_America/15678/B3;PP_003KE36.1/2019-08-15/North_America/450/B3,2018-11-19;2019-01-15;2019-02-18;2019-08-15
cluster_180,Oceania,2018-06-03,2018.419178,1,2018-06-03,2018-06-03,PP_003PVJL.1/2018-06-03/North_America/15678/D8,2018-06-03
cluster_181,Oceania,2018-06-12,2018.443962,29,2018-07-10,2019-12-15,PP_003PWVX.1/2018-07-11/North_America/15678/D8;PP_003J785.1/2018-10-15/North_America/450/D8;PP_003JEM5.1/2018-11-15/North_America/450/D8;PP_003PWA2.1/2019-02-13/North_America/15678/D8;PP_003LDDK.1/2019-02-15/North_America/450/D8;PP_003LDM2.1/2019-02-15/North_America/450/D8;PP_003LE42.1/2019-02-15/North_America/450/D8;PP_003PW1L.1/2019-03-06/North_America/15678/D8;PP_003K31M.1/2019-03-15/North_America/450/D8;PP_003PWP9.1/2019-03-31/North_America/15678/D8;PP_003PVS4.1/2019-04-02/North_America/15678/D8;PP_003KDUQ.1/2019-04-15/North_America/450/D8;PP_003KDXJ.1/2019-04-15/North_America/450/D8;PP_003LD8V.1/2019-04-15/North_America/450/D8;PP_003PVXU.1/2019-04-25/North_America/15678/D8;PP_003LC7Y.1/2019-05-15/North_America/450/D8;PP_003LCGE.1/2019-05-15/North_America/450/D8;PP_003LCRV.1/2019-05-15/North_America/450/D8;PP_003PVKJ.1/2019-06-07/North_America/15678/D8;PP_003KE1A.1/2019-06-15/North_America/450/D8;PP_003LCYF.1/2019-06-15/North_America/450/D8;PP_003PV0P.1/2019-08-08/North_America/15678/D8;PP_003KE7Y.1/2019-08-15/North_America/450/D8;PP_003KE8W.1/2019-08-15/North_America/450/D8;PP_003KEDL.1/2019-08-15/North_America/450/D8;PP_003LDZC.1/2019-08-21/North_America/450/D8;PP_003PUZR.1/2019-08-21/North_America/15678/D8;PP_003KQE8.1/2019-10-15/North_America/450/D8;PP_003L15D.1/2019-12-15/North_America/450/D8,2018-07-11;2018-10-15;2018-11-15;2019-02-13;2019-02-15;2019-02-15;2019-02-15;2019-03-06;2019-03-15;2019-03-31;2019-04-02;2019-04-15;2019-04-15;2019-04-15;2019-04-25;2019-05-15;2019-05-15;2019-05-15;2019-06-07;2019-06-15;2019-06-15;2019-08-08;2019-08-15;2019-08-15;2019-08-15;2019-08-21;2019-08-21;2019-10-15;2019-12-15
cluster_182,South_America,2018-06-12,2018.445702,2,2018-07-14,2018-08-15,PP_003HRY8.1/2018-07-15/North_America/450/D8;PP_003J793.1/2018-08-15/North_America/450/D8,2018-07-15;2018-08-15
cluster_183,Asia,2018-06-15,2018.452055,1,2018-06-15,2018-06-15,PP_003HQ8Q.1/2018-06-15/North_America/450/D8,2018-06-15
cluster_184,South_America,2018-06-15,2018.452055,1,2018-06-15,2018-06-15,PP_003HRXA.1/2018-06-15/North_America/450/D8,2018-06-15
cluster_185,Asia,2018-06-19,2018.465044,2,2018-07-14,2018-10-14,PP_003HW5Q.1/2018-07-15/North_America/450/D8;PP_003JDCR.1/2018-10-15/North_America/450/D8,2018-07-15;2018-10-15
cluster_186,Europe,2018-06-25,2018.479452,1,2018-06-25,2018-06-25,PP_003PWJK.1/2018-06-25/North_America/15678/B3,2018-06-25
cluster_187,Oceania,2018-07-14,2018.532613,2,2018-08-15,2018-09-15,PP_003J04L.1/2018-08-15/North_America/450/D8;PP_003Q8XD.1/2018-09-15/North_America/450/D8,2018-08-15;2018-09-15
cluster_188,Europe,2018-07-15,2018.535777,1,2018-09-22,2018-09-22,PP_003PVYS.1/2018-09-23/North_America/15678/D8,2018-09-23
